Tdu_1	Tdu_2	Tdu_3	Tpo_1	Tpo_2	Tpo_3
TDU_consensed_contig_38439|TPO_consensed_contig_40105	6.7604392892438	6.53820679387922	6.66594705128718	7.34906817954814	7.49715315391314	7.26148407931789
TDU_consensed_contig_8394|TPO_consensed_contig_35676	4.78505458849805	4.85929001023571	5.12727420960183	5.60248681906163	5.72111681595327	5.34935683534323
TDU_consensed_contig_10668|TPO_consensed_contig_19673	2.02745270163754	1.64070645837427	1.59320379007177	1.60771262828712	2.06329144187256	1.50861857473964
TDU_consensed_contig_89828|TPO_consensed_contig_12949	7.1299400257426	6.69678948138243	7.03188525906634	5.55226134995416	5.44853590356749	5.16358547937955
TDU_consensed_contig_7847|TPO_consensed_contig_33524	6.17041065547958	5.81867774414771	5.7891366658771	5.73256025435968	5.68736071266839	5.6912841682912
TDU_consensed_contig_78196|TPO_consensed_contig_47355	1.03558058252094	-0.53406794272944	1.11287483054121	1.84872072779091	1.96653820899297	1.75335216383049
TDU_consensed_contig_12682|TPO_consensed_contig_32552	4.41315670695822	4.11676622940786	4.51617622176909	5.81232418925666	5.64500096479863	5.89978091735991
TDU_consensed_contig_40882|TPO_consensed_contig_71414	7.9547117297389	8.05214635420118	8.03144364025542	8.09279343116612	8.13426088760558	8.06668550891831
TDU_consensed_contig_36629|TPO_consensed_contig_98715	5.30215658763854	5.32165000088956	5.28576529046009	5.09717913177992	5.16035552149343	5.01787794767293
TDU_consensed_contig_39015|TPO_consensed_contig_89425	4.31640347407863	4.12371062327765	4.29854563675166	4.12971855862339	4.10744922819078	3.9514227134242
TDU_consensed_contig_28112|TPO_consensed_contig_46609	6.48873559095218	6.32051714253462	6.47649587372853	6.40952117783808	6.16898763849991	6.24543261734933
TDU_consensed_contig_89827|TPO_consensed_contig_35334	1.75951949639091	1.8891434879951	1.82830726315778	3.1523737642837	2.97070183393451	3.2321863136903
TDU_consensed_contig_38522|TPO_consensed_contig_33559	4.92507600080609	4.83622317371932	5.04565461263296	4.45537829961139	4.39764325220801	4.28091235350672
TDU_consensed_contig_40713|TPO_consensed_contig_86488	0.114436003232181	-0.823574559924425	-0.0976921553984464	-0.356954298600601	0.31326969488091	-0.176745822939357
TDU_consensed_contig_33467|TPO_consensed_contig_20357	7.32865176801034	7.2870779086978	7.68422953763376	7.33922802641023	7.24120923406841	7.20368599072189
TDU_consensed_contig_40714|TPO_consensed_contig_38911	2.97347508057872	2.90131820194121	3.27685056565234	3.47348423657004	3.42369368457456	3.69328559525851
TDU_consensed_contig_45810|TPO_consensed_contig_96487	5.80123451555348	5.74177438315376	6.15942625129736	5.22509660670065	5.17486420483658	5.04320755294567
TDU_consensed_contig_46341|TPO_consensed_contig_19891	-0.395758729087003	-0.53406794272944	-0.368994177215841	0.797373847790693	1.03970462155495	0.0400655661337911
TDU_consensed_contig_22511|TPO_consensed_contig_19074	7.41957604423293	7.24709303878294	7.18691715602923	7.26981452698985	7.11240411013354	7.40841974556184
TDU_consensed_contig_39853|TPO_consensed_contig_39917	8.63524273194931	8.60989496952064	8.53156037037462	8.2656879907371	8.12868210340728	8.24781770711584
TDU_consensed_contig_64979|TPO_consensed_contig_105000	0.709594271059226	1.0797494206639	0.703762165219473	-0.181867592042509	-0.182687799781502	0.341721265994892
TDU_consensed_contig_28297|TPO_consensed_contig_34292	3.48762511363689	3.67656650773084	3.69486576473108	3.28503914715693	3.44180306512629	3.23950965449616
TDU_consensed_contig_37768|TPO_consensed_contig_35847	2.12208957577562	1.5814092746905	1.99219334811875	2.2813064282806	2.30669704095742	2.47798695608597
TDU_consensed_contig_40648|TPO_consensed_contig_27935	3.58498671383305	3.45220507415905	3.64030356736625	4.51698587520663	4.47588989569999	4.31943319879311
TDU_consensed_contig_34998|TPO_consensed_contig_35817	5.22073442185711	5.24091872877671	5.44279571618211	5.73801726338469	5.54802181957676	5.55704820733325
TDU_consensed_contig_33302|TPO_consensed_contig_35516	5.45542243393523	5.54112755865323	5.50688754733513	5.43115882709652	5.58515710726868	5.5759738425414
TDU_consensed_contig_20663|TPO_consensed_contig_58958	4.90746852012268	4.799832793824	4.81878448903927	4.81167738582019	4.44629511351169	4.72101788702308
TDU_consensed_contig_16239|TPO_consensed_contig_102184	1.61512958705573	1.77026609214318	1.18241576379429	2.38233634851185	2.04760981964029	2.19122963946744
TDU_consensed_contig_58975|TPO_consensed_contig_35507	2.47273648778451	2.90131820194121	2.62477386907264	3.95329199123913	3.84705954361255	3.97793546643975
TDU_consensed_contig_37283|TPO_consensed_contig_73250	5.3338105199881	5.34412234062577	5.38497176947657	4.84240142272064	4.83683165093792	4.76988388772037
TDU_consensed_contig_39723|TPO_consensed_contig_32667	6.4025903322862	6.42681159447604	6.54162270985096	6.28177354664016	6.26110584048834	6.34214652614267
TDU_consensed_contig_32953|TPO_consensed_contig_17153	2.02745270163754	1.90535371517636	1.51449181405773	1.94623723370518	2.12436701862433	1.98012302567751
TDU_consensed_contig_73565|TPO_consensed_contig_42903	9.25000885782285	9.14482557614549	9.10485150402744	4.67326784981366	4.35368396332682	4.63200099024492
TDU_consensed_contig_55679|TPO_consensed_contig_92689	2.80302113502749	2.84360270408492	2.76737826451544	1.76566498806336	1.52059466812842	1.71183289439222
TDU_consensed_contig_33157|TPO_consensed_contig_46855	4.94247117812946	4.799832793824	4.63255961403924	3.86626892900176	3.7291266744663	3.96473999297812
TDU_consensed_contig_40410|TPO_consensed_contig_44683	1.61512958705573	1.10803846509532	1.56744069400669	1.50902835342771	1.62994206431678	1.90842156032332
TDU_consensed_contig_74500|TPO_consensed_contig_27838	3.5399867291937	3.44112866626999	3.8525096114834	4.20257698696496	4.0613405355024	3.96473999297812
TDU_consensed_contig_46464|TPO_consensed_contig_102596	3.17823265381315	3.25758829297018	3.50434385868165	4.40481138126767	4.11499274885918	4.04634271181995
TDU_consensed_contig_38461|TPO_consensed_contig_13022	4.28265468272409	4.33592307006755	4.32953088232852	4.35950564013096	4.20610224950193	4.5723535268627
TDU_consensed_contig_35948|TPO_consensed_contig_16421	5.00796345696401	4.72873874705292	4.81878448903927	4.19068657591482	4.12996248151785	4.05466997904256
TDU_consensed_contig_38634|TPO_consensed_contig_5434	2.22518306873972	1.92138382499531	2.43836074484176	3.16052460540457	3.09033069462491	2.94919116612562
TDU_consensed_contig_16284|TPO_consensed_contig_33649	6.69651791389639	6.27289658694562	6.38635388202764	6.03259030948472	6.0840987409134	6.24087865194909
TDU_consensed_contig_16867|TPO_consensed_contig_9614	1.32803147633147	0.796577369259031	0.922771947161269	1.50902835342771	0.798696522051151	1.08953424239809
TDU_consensed_contig_27783|TPO_consensed_contig_27746	6.01157341962905	6.14477223880548	5.86115051984479	5.23091393329597	5.02876375874429	4.98121556267852
TDU_consensed_contig_10133|TPO_consensed_contig_12873	6.13774798844151	5.76416823659051	6.28527147048577	6.62732632967888	6.67688680540636	6.15441321968122
TDU_consensed_contig_67558|TPO_consensed_contig_39993	-0.0138880937433584	-0.0866089657582191	-0.272778861956537	-0.266756489629022	-0.0418252639416522	-0.0286471839502232
TDU_consensed_contig_38641|TPO_consensed_contig_34754	3.68655162439773	3.35522859286434	3.49070125072298	3.82584050309275	3.79635258158285	4.27735891564897
TDU_consensed_contig_45905|TPO_consensed_contig_73216	8.04756159712586	7.93809978512335	7.97162333914163	7.52430770924912	7.25236801974955	7.50767111621679
TDU_consensed_contig_56705|TPO_consensed_contig_97572	1.27409266922067	0.650356628407987	0.500945282219786	0.416769845575723	1.19012146410804	0.341721265994892
TDU_consensed_contig_37546|TPO_consensed_contig_12047	1.69939850395334	1.5814092746905	1.69188806493118	2.52805317910947	2.69681690803194	2.17604323565277
TDU_consensed_contig_8224|TPO_consensed_contig_70197	4.96179327553108	4.9942381643994	5.05495485461203	5.67966247016613	5.25386359415764	5.52294385877159
TDU_consensed_contig_42886|TPO_consensed_contig_91192	2.48465965516032	2.23531912912914	2.12175298188766	2.00173234629688	2.2113900808617	2.06501192326402
TDU_consensed_contig_74692|TPO_consensed_contig_96568	3.12590118972564	2.46045692720441	2.90745114787751	3.87620146421302	4.00966824780014	4.66500975234646
TDU_consensed_contig_38898|TPO_consensed_contig_9611	6.36195957014061	6.36001487657846	6.43791649694267	6.87898271287732	6.904503014497	7.0745126635729
