A	Coef	t	p.value	p.value.adj	F	F.p.value	trtTpo-trtTdu
6.32	0.186	2.82	0.01886	0.03661	7.93	0.01886	1
6.06	0.723	9.22	0	4.5e-05	84.92	0	1
6.72	0.052	0.75	0.47178	0.554576	0.56	0.47178	0
1.96	0.538	2.41	0.03715	0.064895	5.83	0.03715	0
5.91	-0.376	-4.22	0.0019	0.005337	17.82	0.0019	-1
1.71	0.393	2.01	0.0726	0.115072	4.06	0.0726	0
3.59	1.207	5.64	0.00024	0.001	31.77	0.00024	1
4.2	-0.384	-3.32	0.00814	0.018007	11	0.00814	-1
2.82	0.656	4.81	0.00078	0.002536	23.14	0.00078	1
2.51	2.71	13.21	0	5e-06	174.46	0	1
7.13	2.152	15.37	0	2e-06	236.26	0	1
0.35	0.336	1.07	0.30853	0.391095	1.16	0.30853	0
5.8	0.004	0.05	0.96173	0.971085	0	0.96173	0
1.75	-1.816	-7.65	2e-05	0.000145	58.48	2e-05	-1
1.86	0.129	0.61	0.55616	0.631919	0.37	0.55616	0
1.36	-1.197	-5.97	0.00016	0.000701	35.68	0.00016	-1
2.58	0.078	0.39	0.70688	0.763901	0.15	0.70688	0
2.84	-0.077	-0.56	0.5891	0.661389	0.31	0.5891	0
3.97	0.004	0.03	0.97696	0.98267	0	0.97696	0
4.68	-1.054	-5.54	0.00028	0.0011	30.74	0.00028	-1
7.2	-1.283	-10.92	0	1.5e-05	119.29	0	-1
4.97	0.523	3.41	0.00703	0.015927	11.59	0.00703	1
3.95	0.464	4.31	0.00166	0.004771	18.55	0.00166	1
2.73	0.434	2.79	0.01978	0.038163	7.77	0.01978	1
4.98	0.345	2.89	0.0165	0.03265	8.38	0.0165	1
1.61	0.82	4.52	0.0012	0.003643	20.44	0.0012	1
4.48	0.846	5.33	0.00037	0.00138	28.41	0.00037	1
0.13	0.6	1.94	0.08183	0.127236	3.77	0.08183	0
7.32	-0.264	-3.33	0.00796	0.017703	11.09	0.00796	-1
0.8	-1.463	-6.3	1e-04	0.000505	39.65	1e-04	-1
3.28	-0.191	-1.22	0.25037	0.327403	1.49	0.25037	0
4.98	1.369	11.09	0	1.4e-05	123.04	0	1
4.74	0.328	3.5	0.00604	0.014018	12.23	0.00604	1
5.2	0.832	10.37	0	2.1e-05	107.49	0	1
7.05	-1.366	-16.83	0	1e-06	283.33	0	-1
7.79	-0.016	-0.2	0.84885	0.88283	0.04	0.84885	0
3	-1.084	-5.91	0.00017	0.000749	34.92	0.00017	-1
2.43	-1.056	-6.6	7e-05	0.000374	43.55	7e-05	-1
6.08	0.214	2.62	0.02643	0.048864	6.84	0.02643	1
2.81	-0.867	-5.39	0.00034	0.001288	29.07	0.00034	-1
5.57	-0.019	-0.22	0.82759	0.865612	0.05	0.82759	0
5.2	0.286	3.33	0.00794	0.017674	11.1	0.00794	1
5.3	-1.792	-16.55	0	1e-06	274.03	0	-1
7.87	-3.497	-33.49	0	0	1121.7	0	-1
5.48	0.529	5.93	0.00016	0.000729	35.22	0.00016	1
5.23	0.972	8.11	1e-05	1e-04	65.8	1e-05	1
1.81	-0.242	-1.12	0.28949	0.370328	1.26	0.28949	0
6.45	-0.619	-8.61	1e-05	6.9e-05	74.11	1e-05	-1
4.03	0.649	4.36	0.00153	0.004449	19.03	0.00153	1
4.74	-0.057	-0.53	0.61012	0.679422	0.28	0.61012	0
1.54	-0.082	-0.38	0.71049	0.767023	0.15	0.71049	0
1.28	-1.04	-4.33	0.0016	0.004627	18.76	0.0016	-1
2.06	0.143	0.45	0.66506	0.728512	0.2	0.66506	0
4.86	-0.21	-0.9	0.38809	0.472206	0.82	0.38809	0
2.5	-0.811	-4.75	0.00086	0.002742	22.54	0.00086	-1
4.92	0.355	3.64	0.00477	0.011464	13.26	0.00477	1
4.5	2.032	14	0	3e-06	196.02	0	1
0.33	-0.859	-2.33	0.04309	0.073595	5.41	0.04309	0
0.1	0.239	0.81	0.43991	0.524911	0.65	0.43991	0
2.97	-1.579	-11.23	0	1.3e-05	126.08	0	-1
8.58	-0.56	-6.28	0.00011	0.000512	39.45	0.00011	-1
6.79	-0.39	-5.36	0.00035	0.00133	28.78	0.00035	-1
8.39	-0.408	-6.05	0.00014	0.000649	36.58	0.00014	-1
4.59	-0.086	-0.9	0.38764	0.471794	0.82	0.38764	0
5.62	0.163	2.11	0.06193	0.100675	4.45	0.06193	0
8.37	-0.177	-2.27	0.04761	0.080171	5.14	0.04761	0
8.58	0.025	0.41	0.68903	0.749012	0.17	0.68903	0
1.84	-0.226	-1.09	0.30095	0.382439	1.19	0.30095	0
4.81	0.248	2.33	0.04255	0.072763	5.45	0.04255	0
5.76	0.228	1.61	0.13976	0.201025	2.59	0.13976	0
6.62	-0.935	-11.28	0	1.2e-05	127.28	0	-1
4.03	-0.29	-2.15	0.05796	0.094976	4.62	0.05796	0
4.31	-0.295	-2.84	0.01817	0.035471	8.05	0.01817	-1
5.27	-0.34	-3.67	0.00458	0.011072	13.45	0.00458	-1
4.61	-0.332	-1.5	0.16494	0.230622	2.26	0.16494	0
1.76	1.038	4.52	0.0012	0.00365	20.42	0.0012	1
2.91	-0.427	-3.01	0.01364	0.027782	9.05	0.01364	-1
4.15	0.224	2.01	0.07336	0.116054	4.03	0.07336	0
4.38	2.589	17.79	0	1e-06	316.61	0	1
1.15	-0.276	-1.02	0.33245	0.416171	1.04	0.33245	0
3.28	0.516	3.48	0.00622	0.014353	12.11	0.00622	1
0.93	0.658	2.39	0.03856	0.067023	5.72	0.03856	0
3.17	0.177	1.41	0.19026	0.259768	1.98	0.19026	0
5.9	0.122	1.58	0.14652	0.208813	2.49	0.14652	0
7.48	0.825	8.61	1e-05	6.9e-05	74.12	1e-05	1
6.52	-0.19	-2.37	0.04022	0.069516	5.61	0.04022	0
5.9	-0.33	-3.99	0.00275	0.007277	15.89	0.00275	-1
5.17	-0.313	-2.89	0.01676	0.033104	8.32	0.01676	-1
2.74	-0.781	-5.16	0.00047	0.001684	26.61	0.00047	-1
3.35	-0.352	-1.55	0.15315	0.216548	2.4	0.15315	0
6.1	0.596	4	0.00268	0.007137	16.01	0.00268	1
4.71	-0.421	-4.11	0.00226	0.006164	16.89	0.00226	-1
5.14	0.761	4.18	0.00204	0.00566	17.43	0.00204	1
5.97	0.623	6.77	6e-05	0.000316	45.89	6e-05	1
7.16	-0.216	-2.23	0.05106	0.085081	4.95	0.05106	0
3.97	0.952	5.81	0.00019	0.000833	33.72	0.00019	1
2.17	-0.274	-0.81	0.43637	0.521514	0.66	0.43637	0
5.52	0.502	4.84	0.00075	0.00245	23.44	0.00075	1
4.87	-0.587	-5.42	0.00033	0.00125	29.36	0.00033	-1
1.65	0.065	0.3	0.76817	0.816173	0.09	0.76817	0
5.3	-0.568	-7.33	3e-05	0.000189	53.79	3e-05	-1
2.99	0.043	0.3	0.77159	0.818911	0.09	0.77159	0
2.62	-0.184	-0.62	0.54987	0.626307	0.38	0.54987	0
3.81	0.881	4.26	0.00179	0.00507	18.15	0.00179	1
5.73	-0.11	-1.08	0.30728	0.389694	1.16	0.30728	0
2.51	-0.977	-4.63	0.00102	0.003169	21.42	0.00102	-1
6.55	-0.134	-1.17	0.27018	0.349027	1.37	0.27018	0
4.28	1.194	11.17	0	1.3e-05	124.66	0	1
5.74	-0.158	-1.84	0.0964	0.146059	3.39	0.0964	0
3.93	0.076	0.65	0.52891	0.60755	0.43	0.52891	0
6.65	-0.829	-10.56	0	1.9e-05	111.42	0	-1
6.29	0.131	1.66	0.12955	0.188376	2.75	0.12955	0
3.95	-0.256	-1.82	0.09952	0.14995	3.32	0.09952	0
4.42	0.551	4.82	0.00076	0.0025	23.28	0.00076	1
3.83	-0.453	-3.7	0.00432	0.010553	13.72	0.00432	-1
1.76	1.105	4.65	0.00099	0.00309	21.62	0.00099	1
5.06	1.581	17	0	1e-06	289.11	0	1
5.73	0.19	1.38	0.19737	0.267727	1.92	0.19737	0
3.3	-0.42	-2.72	0.02198	0.041699	7.42	0.02198	-1
6.63	0.638	2.28	0.04691	0.079158	5.18	0.04691	0
8.22	-0.141	-1.72	0.11733	0.172932	2.96	0.11733	0
5.45	0.269	2.57	0.02838	0.051885	6.62	0.02838	0
2.42	0.286	1.88	0.09072	0.138757	3.53	0.09072	0
8.51	-1.243	-12.45	0	7e-06	154.88	0	-1
5.79	-0.154	-1.22	0.25085	0.327991	1.49	0.25085	0
6.04	0.068	0.8	0.44382	0.528399	0.64	0.44382	0
2.7	0.759	4.25	0.0018	0.005109	18.1	0.0018	1
5.16	1.774	20.87	0	0	435.55	0	1
4.55	-0.186	-1.97	0.07865	0.123036	3.86	0.07865	0
-0.1	0.807	2.53	0.03034	0.054802	6.42	0.03034	0
8.25	-0.339	-4.05	0.0025	0.006694	16.38	0.0025	-1
2.63	-0.514	-3.12	0.01123	0.023633	9.75	0.01123	-1
5.7	0.363	2.18	0.05536	0.091392	4.74	0.05536	0
1.98	-1.829	-9.08	0	4.8e-05	82.45	0	-1
5.28	-1.284	-9.42	0	3.9e-05	88.74	0	-1
1.92	0.019	0.1	0.92194	0.938908	0.01	0.92194	0
1.92	-1.891	-10.68	0	1.8e-05	114.14	0	-1
4.83	0.419	4.32	0.00164	0.004709	18.64	0.00164	1
1.95	4.592	21.82	0	0	476.31	0	1
6.73	0.707	9.98	0	2.7e-05	99.58	0	1
0.27	0.678	2.09	0.06387	0.103238	4.37	0.06387	0
-0.26	0.576	2.15	0.05758	0.094414	4.64	0.05758	0
7.65	-0.421	-5.73	0.00022	0.000908	32.79	0.00022	-1
6.82	-0.289	-3.86	0.00334	0.008546	14.92	0.00334	-1
8.42	-0.66	-6.99	4e-05	0.00026	48.88	4e-05	-1
7.28	-0.181	-2.47	0.03384	0.060104	6.1	0.03384	0
6.88	-0.215	-2.49	0.03266	0.058326	6.2	0.03266	0
7.02	0.828	6.31	1e-04	5e-04	39.76	1e-04	1
4.81	-0.093	-0.93	0.37647	0.460701	0.86	0.37647	0
3.84	-4.203	-10.24	0	2.3e-05	104.92	0	-1
2.18	-1.029	-4.07	0.00242	0.006515	16.54	0.00242	-1
5.39	0.167	0.99	0.34682	0.430499	0.98	0.34682	0
6.52	-0.729	-10.15	0	2.4e-05	103.07	0	-1
7.85	0.099	1.6	0.14071	0.202174	2.57	0.14071	0
3.46	-1.156	-8.22	1e-05	9.2e-05	67.5	1e-05	-1
0.11	-0.052	-0.09	0.92761	0.943431	0.01	0.92761	0
3.64	-1.026	-5.17	0.00047	0.001666	26.71	0.00047	-1
6.74	-0.236	-3	0.01371	0.027911	9.03	0.01371	-1
8.55	-0.413	-4.83	0.00076	0.002489	23.31	0.00076	-1
3.48	-0.167	-0.71	0.49302	0.574163	0.51	0.49302	0
4.47	-0.631	-4.85	0.00074	0.002432	23.5	0.00074	-1
9.71	-0.308	-3.82	0.00358	0.009036	14.59	0.00358	-1
2.39	-0.211	-1.25	0.24111	0.317387	1.56	0.24111	0
5.81	-0.781	-9.31	0	4.2e-05	86.77	0	-1
6.43	0.139	1.88	0.08977	0.137557	3.55	0.08977	0
4.69	0.408	3.99	0.00271	0.007188	15.96	0.00271	1
4.85	-0.262	-2.64	0.02551	0.047407	6.95	0.02551	-1
6.18	0.056	0.76	0.46337	0.546611	0.58	0.46337	0
3.7	-0.599	-4.64	0.001	0.003109	21.57	0.001	-1
5.44	-2.411	-22.37	0	0	500.34	0	-1
0.75	1.584	6.91	5e-05	0.00028	47.73	5e-05	1
1.13	0.764	2.79	0.01983	0.038243	7.76	0.01983	1
7.59	-0.397	-5.96	0.00016	0.000708	35.58	0.00016	-1
7.47	0.288	4.54	0.00116	0.003541	20.63	0.00116	1
4.65	1.076	6.88	5e-05	0.000288	47.27	5e-05	1
6.87	-0.427	-5.42	0.00033	0.001246	29.41	0.00033	-1
2.03	0.523	2.17	0.05558	0.091636	4.73	0.05558	0
5.29	-0.506	-5.92	0.00017	0.000743	35.01	0.00017	-1
2.54	-0.022	-0.15	0.88675	0.912412	0.02	0.88675	0
2.1	-0.091	-0.43	0.67984	0.740832	0.18	0.67984	0
4.73	-0.5	-5.34	0.00037	0.001365	28.51	0.00037	-1
4.05	-0.526	-4.32	0.00162	0.004669	18.69	0.00162	-1
4.75	0.829	6.32	1e-04	0.000492	39.97	1e-04	1
6.03	-0.077	-0.85	0.41412	0.498704	0.73	0.41412	0
2.2	-0.282	-1.55	0.15248	0.215889	2.41	0.15248	0
0.52	-0.664	-2.73	0.02189	0.041562	7.44	0.02189	-1
4.91	0.5	4.69	0.00094	0.002959	21.95	0.00094	1
7.24	0.579	0.85	0.41612	0.500719	0.72	0.41612	0
6.51	0.388	3.72	0.00418	0.010258	13.87	0.00418	1
5.27	-0.823	-8.43	1e-05	7.8e-05	71.03	1e-05	-1
9.38	-0.106	-1.34	0.21069	0.28303	1.8	0.21069	0
3.55	-0.021	-0.13	0.90166	0.923549	0.02	0.90166	0
7.24	-0.011	-0.07	0.94932	0.961568	0	0.94932	0
10.4	2.323	10.27	0	2.3e-05	105.4	0	1
7.55	4.087	21.91	0	0	479.97	0	1
5.54	-1.453	-8.33	1e-05	8.4e-05	69.45	1e-05	-1
4.47	0.271	2.39	0.03865	0.067169	5.72	0.03865	0
2.1	0.48	2.4	0.03816	0.066419	5.75	0.03816	0
4.6	0.141	1.23	0.24648	0.323021	1.52	0.24648	0
1.42	1.187	4.61	0.00104	0.003231	21.29	0.00104	1
1.35	-2.046	-8.05	1e-05	0.000105	64.74	1e-05	-1
6.14	-0.469	-6.79	6e-05	0.000311	46.12	6e-05	-1
6.42	-0.302	-3.34	0.00781	0.017453	11.16	0.00781	-1
5.65	0.134	1.55	0.15313	0.216548	2.4	0.15313	0
3.38	0.633	4.35	0.00156	0.004518	18.93	0.00156	1
0.38	1.546	5.31	0.00038	0.001408	28.23	0.00038	1
5.79	-0.017	-0.18	0.86087	0.89221	0.03	0.86087	0
4.99	-1.883	-12.59	0	6e-06	158.59	0	-1
1.66	-3.294	-12.41	0	7e-06	153.99	0	-1
2.97	0.929	5.12	5e-04	0.001772	26.18	5e-04	1
5.7	0.009	0.1	0.92143	0.938507	0.01	0.92143	0
4.19	1.082	6.34	1e-04	0.000484	40.18	1e-04	1
2.25	0.071	0.4	0.69796	0.756555	0.16	0.69796	0
4.44	-0.399	-3.86	0.00335	0.008559	14.91	0.00335	-1
4.35	-0.002	-0.01	0.99048	0.993187	0	0.99048	0
6.16	-0.11	-1.39	0.19698	0.267311	1.92	0.19698	0
-0.14	0.542	1.45	0.17853	0.246451	2.1	0.17853	0
4.78	-0.129	-1.51	0.16353	0.22913	2.27	0.16353	0
0.34	-0.349	-1.06	0.31504	0.398021	1.12	0.31504	0
-0.12	0.632	1.82	0.09928	0.149695	3.32	0.09928	0
7.47	1.795	18.5	0	1e-06	342.18	0	1
5.27	0.763	6.82	5e-05	0.000302	46.55	5e-05	1
2.17	2.191	8	1e-05	0.000108	64.08	1e-05	1
0.37	-1.96	-7.28	3e-05	0.000198	53.02	3e-05	-1
7.29	0.291	4.33	0.00162	0.00466	18.71	0.00162	1
5.42	0.011	0.11	0.91322	0.931804	0.01	0.91322	0
2.11	-0.409	-2.5	0.03213	0.057508	6.25	0.03213	0
1.79	-1.148	-5.06	0.00054	0.00189	25.63	0.00054	-1
1.85	0.737	3.67	0.00452	0.01096	13.5	0.00452	1
7.47	-0.23	-3.24	0.00927	0.020053	10.49	0.00927	-1
7.1	-0.598	-5.66	0.00024	0.000979	31.99	0.00024	-1
5.79	-0.322	-3.2	0.00994	0.021276	10.22	0.00994	-1
2.23	-0.485	-3.12	0.01122	0.023617	9.76	0.01122	-1
1.85	0.151	0.8	0.44334	0.528008	0.64	0.44334	0
8.68	-0.454	-7.01	4e-05	0.000254	49.18	4e-05	-1
6.4	0.175	1.41	0.18979	0.25923	1.99	0.18979	0
6.16	0.758	8.46	1e-05	7.7e-05	71.56	1e-05	1
6.96	-0.016	-0.26	0.80311	0.845392	0.07	0.80311	0
1.8	0.187	0.8	0.44307	0.527738	0.64	0.44307	0
2.82	-0.114	-0.77	0.45842	0.541913	0.6	0.45842	0
5.69	-0.623	-7.08	4e-05	0.000238	50.14	4e-05	-1
5.86	-0.545	-5.98	0.00015	0.000694	35.81	0.00015	-1
2.97	0.086	0.6	0.56239	0.637097	0.36	0.56239	0
5.34	-1.128	-11.68	0	1e-05	136.36	0	-1
4.64	0.873	9.48	0	3.7e-05	89.87	0	1
8.2	-0.159	-2.01	0.07314	0.115785	4.04	0.07314	0
5.15	0.95	9.84	0	3e-05	96.82	0	1
5.81	0.198	2.52	0.03129	0.056227	6.33	0.03129	0
8.41	-0.172	-1.8	0.1031	0.154863	3.24	0.1031	0
5.71	0.121	1.55	0.15236	0.215753	2.41	0.15236	0
4.89	0.768	7.47	3e-05	0.000169	55.75	3e-05	1
3.1	0.029	0.19	0.85267	0.8862	0.04	0.85267	0
0.4	-1.172	-4.63	0.00102	0.003155	21.46	0.00102	-1
6.35	-0.175	-2.43	0.03602	0.063259	5.92	0.03602	0
3.78	0.094	0.73	0.48423	0.565726	0.53	0.48423	0
1.38	-1.452	-6.09	0.00013	0.000625	37.05	0.00013	-1
5.15	0.085	0.82	0.43181	0.516822	0.67	0.43181	0
7.14	0.208	2.11	0.06188	0.100619	4.45	0.06188	0
6.11	0.82	8.9	1e-05	5.5e-05	79.17	1e-05	1
5.54	-0.711	-8.52	1e-05	7.3e-05	72.58	1e-05	-1
4	-1.528	-14.83	0	2e-06	219.79	0	-1
6.47	0.76	5.69	0.00023	0.000939	32.42	0.00023	1
5.21	0.294	3.02	0.01332	0.027234	9.13	0.01332	1
0.97	0.127	0.46	0.65706	0.721383	0.21	0.65706	0
3.38	-0.303	-2.18	0.05547	0.091519	4.74	0.05547	0
2.93	1.144	6.64	7e-05	0.00036	44.1	7e-05	1
3.71	2.886	3.99	0.00273	0.007232	15.92	0.00273	1
6.56	-0.369	-4.95	0.00064	0.00216	24.48	0.00064	-1
7.62	-0.178	-2.08	0.06556	0.10552	4.31	0.06556	0
4.1	-0.185	-1.83	0.09752	0.147404	3.36	0.09752	0
4.39	0.117	0.96	0.35956	0.443513	0.93	0.35956	0
4.32	0.371	3.85	0.00339	0.008639	14.85	0.00339	1
6.05	0.064	0.64	0.53411	0.612532	0.42	0.53411	0
2.2	-0.065	-0.25	0.8051	0.846746	0.06	0.8051	0
12.02	-0.331	-3.39	0.00719	0.016221	11.5	0.00719	-1
5.09	-1.059	-4.73	0.00088	0.00281	22.35	0.00088	-1
0.88	0.445	1.49	0.16683	0.232807	2.23	0.16683	0
6.15	-0.106	-1.25	0.24042	0.316632	1.56	0.24042	0
2.57	-2.32	-11.81	0	9e-06	139.42	0	-1
5.55	-0.055	-0.74	0.47817	0.560354	0.54	0.47817	0
5.62	-0.191	-2.45	0.03522	0.062175	5.98	0.03522	0
4.69	-0.876	-6.28	0.00011	0.000511	39.46	0.00011	-1
1.94	0.271	1.41	0.19016	0.259661	1.99	0.19016	0
0.81	0.714	3.11	0.01139	0.02389	9.7	0.01139	1
5.72	-0.215	-2.38	0.03907	0.067778	5.69	0.03907	0
6.3	0.49	4.52	0.00121	0.003655	20.41	0.00121	1
5.61	0.095	1.09	0.30046	0.381902	1.2	0.30046	0
6.03	0.822	6.82	5e-05	0.000302	46.51	5e-05	1
6.43	0.225	2.84	0.01815	0.03545	8.05	0.01815	1
5.97	0.04	0.58	0.57579	0.649242	0.34	0.57579	0
3.4	0.589	3.34	0.00788	0.017562	11.13	0.00788	1
0.7	0.188	0.67	0.52148	0.600761	0.44	0.52148	0
5.85	0.736	9.4	0	4e-05	88.29	0	1
5.26	-0.191	-2.12	0.06048	0.098736	4.51	0.06048	0
3.48	0.529	2.43	0.03629	0.063642	5.9	0.03629	0
4.19	0.802	5.91	0.00017	0.000752	34.88	0.00017	1
5.67	-0.179	-2.32	0.04375	0.074565	5.37	0.04375	0
5.31	-0.105	-1.24	0.24481	0.321303	1.53	0.24481	0
3.86	-0.108	-0.71	0.49428	0.575256	0.5	0.49428	0
6.65	0.19	1.96	0.07944	0.124099	3.84	0.07944	0
5.33	-0.19	-1.95	0.08004	0.124891	3.82	0.08004	0
1.95	0.535	2.44	0.03549	0.062535	5.96	0.03549	0
3.92	6.022	24.69	0	0	609.64	0	1
8.72	-0.072	-0.74	0.47921	0.56084	0.54	0.47921	0
5.16	0.65	7.46	3e-05	0.000171	55.63	3e-05	1
1	0.058	0.21	0.84144	0.877093	0.04	0.84144	0
5.94	-0.276	-2.56	0.02912	0.052989	6.55	0.02912	0
2.2	-0.464	-2.14	0.0585	0.095819	4.6	0.0585	0
4.88	-2.153	-11.93	0	9e-06	142.44	0	-1
4.45	0.297	2.83	0.01842	0.035885	8	0.01842	1
0.74	-0.752	-2.57	0.02879	0.052497	6.58	0.02879	0
6.53	-0.088	-1.09	0.30294	0.384688	1.18	0.30294	0
1.3	-0.521	-2.03	0.07122	0.113221	4.1	0.07122	0
6.27	-0.13	-1.85	0.09487	0.144093	3.43	0.09487	0
5.1	-0.266	-2.75	0.0211	0.04032	7.56	0.0211	-1
4.24	0.223	2.09	0.06392	0.103292	4.37	0.06392	0
4.4	0.041	0.35	0.73277	0.785915	0.12	0.73277	0
7.01	-0.09	-0.87	0.40279	0.487046	0.77	0.40279	0
8.31	0.163	2	0.07374	0.116512	4.02	0.07374	0
5.07	-0.896	-9.64	0	3.4e-05	92.85	0	-1
6.35	0.037	0.51	0.62215	0.689816	0.26	0.62215	0
6.01	-0.03	-0.4	0.69536	0.754251	0.16	0.69536	0
1.08	-0.401	-1.1	0.29886	0.380319	1.21	0.29886	0
4.28	-1.8	-14.21	0	3e-06	202.05	0	-1
1.82	0.823	3.52	0.00585	0.013661	12.37	0.00585	1
4.18	-0.485	-3.37	0.00742	0.016691	11.37	0.00742	-1
2.54	0.822	4.36	0.00154	0.00449	18.97	0.00154	1
1.99	-1.105	-4.69	0.00093	0.00294	22.01	0.00093	-1
1.58	-0.313	-1.41	0.18913	0.258459	2	0.18913	0
2.54	-0.169	-1.2	0.25757	0.334968	1.45	0.25757	0
1.72	0.183	0.77	0.46234	0.54594	0.59	0.46234	0
5.91	-0.171	-1.54	0.1558	0.219571	2.37	0.1558	0
6.69	-1.281	-15	0	2e-06	224.9	0	-1
1.43	-1.226	-4.81	0.00078	0.002528	23.17	0.00078	-1
3.7	-0.022	-0.15	0.88099	0.908123	0.02	0.88099	0
4.19	-0.096	-0.85	0.41772	0.502362	0.72	0.41772	0
5.99	0.549	5.35	0.00036	0.001352	28.61	0.00036	1
5.96	0.132	1.54	0.15639	0.220288	2.36	0.15639	0
6.47	1.223	14.3	0	3e-06	204.44	0	1
2.24	0.519	2.89	0.01671	0.033014	8.34	0.01671	1
3.01	0.405	2.75	0.02098	0.040137	7.58	0.02098	1
0.27	0.509	2	0.0743	0.117196	4	0.0743	0
6.16	0.059	0.83	0.4256	0.510463	0.69	0.4256	0
2.35	0.569	3.84	0.00344	0.008754	14.78	0.00344	1
6.39	-0.352	-4.22	0.00191	0.005358	17.8	0.00191	-1
6.1	0.364	3.49	0.00611	0.014168	12.18	0.00611	1
3.56	-0.354	-3.11	0.0115	0.024085	9.67	0.0115	-1
7.07	-0.228	-2.8	0.01949	0.037657	7.82	0.01949	-1
4.43	0.513	3.62	0.00494	0.011805	13.11	0.00494	1
5.76	-1.957	-20.19	0	0	407.71	0	-1
0.52	-1.124	-4.17	0.00206	0.005711	17.38	0.00206	-1
3.85	0.209	1.55	0.15217	0.215505	2.42	0.15217	0
3.65	0.326	1.73	0.11464	0.169431	3.01	0.11464	0
3.33	0.678	4.39	0.00147	0.004307	19.24	0.00147	1
0.11	0.479	1.23	0.24665	0.323041	1.52	0.24665	0
7.72	-0.442	-5.4	0.00034	0.001283	29.13	0.00034	-1
1.89	-2.005	-6.55	8e-05	0.000392	42.84	8e-05	-1
2.6	1.497	6.89	5e-05	0.000286	47.41	5e-05	1
8.63	-0.499	-7.16	4e-05	0.00022	51.34	4e-05	-1
3.36	-0.034	-0.26	0.80022	0.842805	0.07	0.80022	0
5.3	0.198	2.07	0.06601	0.106109	4.29	0.06601	0
3.3	1.225	6.24	0.00011	0.00053	38.98	0.00011	1
2.69	-0.209	-1.43	0.18525	0.254295	2.03	0.18525	0
0.1	0.34	1.14	0.28054	0.360755	1.31	0.28054	0
4.36	0.547	4.86	0.00072	0.002383	23.67	0.00072	1
1.79	-0.673	-2.87	0.01725	0.033934	8.23	0.01725	-1
3.17	-0.167	-0.98	0.35091	0.434501	0.96	0.35091	0
3.02	-0.699	-4.43	0.00138	0.004063	19.64	0.00138	-1
6.87	-0.301	-3.59	0.00519	0.012333	12.89	0.00519	-1
-0.14	0.072	0.24	0.81169	0.852469	0.06	0.81169	0
9.14	0.134	1.64	0.13239	0.191998	2.7	0.13239	0
5.85	-0.794	-8.58	1e-05	7e-05	73.57	1e-05	-1
3.38	1.353	9.15	0	4.6e-05	83.76	0	1
0.98	1.216	4.57	0.00111	0.003413	20.9	0.00111	1
6.99	-1.45	-10.66	0	1.8e-05	113.65	0	-1
5.8	-0.703	-8.68	1e-05	6.5e-05	75.32	1e-05	-1
8.64	-0.727	-7.54	2e-05	0.000159	56.88	2e-05	-1
6.7	0.945	5.57	0.00027	0.001066	31.07	0.00027	1
5.34	0.048	0.41	0.69009	0.749798	0.17	0.69009	0
6.19	0.385	4.66	0.00097	0.003046	21.73	0.00097	1
3.36	1.201	8.84	1e-05	5.8e-05	78.17	1e-05	1
2.21	0.25	1.54	0.15624	0.220112	2.36	0.15624	0
0.85	-0.141	-0.44	0.67078	0.733276	0.19	0.67078	0
4.66	-0.061	-0.49	0.63256	0.699084	0.24	0.63256	0
3.79	0.222	1.67	0.12622	0.184342	2.8	0.12622	0
3.35	0.3	1.23	0.2464	0.323021	1.52	0.2464	0
7.47	-0.055	-0.77	0.45781	0.541431	0.6	0.45781	0
1.28	0.82	4.29	0.00171	0.004888	18.39	0.00171	1
7.17	1.752	8.59	1e-05	7e-05	73.81	1e-05	1
2.95	0.572	2.99	0.01415	0.028651	8.92	0.01415	1
1.52	0.852	3.63	0.00483	0.011597	13.2	0.00483	1
4.28	-0.305	-1.96	0.07901	0.123524	3.85	0.07901	0
7.81	-0.722	-8.29	1e-05	8.7e-05	68.78	1e-05	-1
4.47	0.999	8.36	1e-05	8.3e-05	69.84	1e-05	1
6.8	0.571	8.2	1e-05	9.3e-05	67.28	1e-05	1
2.8	0.035	0.25	0.81012	0.851349	0.06	0.81012	0
6.22	-0.486	-6.62	7e-05	0.000366	43.86	7e-05	-1
3.62	0.126	1.06	0.31543	0.398426	1.12	0.31543	0
8.88	0.721	9.72	0	3.2e-05	94.52	0	1
6.34	0.61	6.05	0.00014	0.000649	36.57	0.00014	1
9.51	1.754	7.33	3e-05	0.00019	53.67	3e-05	1
6.36	0.46	6.02	0.00015	0.000667	36.25	0.00015	1
1.56	1.366	4.55	0.00115	0.003517	20.68	0.00115	1
5.49	0.305	3.13	0.01114	0.023461	9.79	0.01114	1
0.39	-0.118	-0.44	0.67072	0.733276	0.19	0.67072	0
3.97	-1.077	-9.37	0	4e-05	87.75	0	-1
5.62	1.266	13.32	0	4e-06	177.55	0	1
2.17	0.525	3.25	0.00908	0.019747	10.57	0.00908	1
2.37	-0.978	-4.06	0.00245	0.006583	16.48	0.00245	-1
5.92	0.406	4.59	0.00108	0.003335	21.06	0.00108	1
0	-0.489	-1.65	0.13071	0.189872	2.73	0.13071	0
6.27	-0.519	-5.98	0.00015	0.000694	35.8	0.00015	-1
4.69	0.407	3.18	0.01017	0.021704	10.13	0.01017	1
5.53	-0.278	-2.36	0.04084	0.07031	5.56	0.04084	0
3.17	-2.458	-10.42	0	2.1e-05	108.63	0	-1
