Tdu1	Tdu2	Tdu3	Tpo1	Tpo2	Tpo3	Tm1	Tm2	Tm3
TDU_consensed_contig_28098|TPO_consensed_contig_32709	5.2046047440708	4.72417686169966	5.00784225877391	4.89219739399229	4.81152056240873	4.78497760908347	5.14955657716773	5.04967832450559	4.96016588213367
TDU_consensed_contig_40286|TPO_consensed_contig_17932	4.33628018399928	3.9113858983514	3.95044436564582	3.49298041219584	3.67911490629848	3.44985116648976	3.88787799680611	3.70285531362236	3.57103360853732
TDU_consensed_contig_6837|TPO_consensed_contig_38786	3.99655869369176	3.89929620435599	4.06073720720604	0.470209104537184	0.906949412703175	0.228510655546901	2.21675885233524	2.9643095494834	3.01667673247978
TDU_consensed_contig_33969|TPO_consensed_contig_43357	2.33463421115572	2.31028118681037	2.63721097231087	2.00173234629688	2.70683566385693	2.52669014766165	2.87152338395581	3.14952442195031	2.71907189003074
TDU_consensed_contig_28679|TPO_consensed_contig_46903	2.83131017945892	2.07258962909104	2.22423593948892	3.61069032808701	3.45375091843074	3.61661582703875	1.82859705904779	2.10360858689495	1.65980594061106
TDU_consensed_contig_32845|TPO_consensed_contig_16196	0.863627899731646	1.60144702792704	1.14806425900351	2.57759263991078	2.84024901149566	2.49031775799669	2.1716709628067	2.24045945510745	1.83489264716915
TDU_consensed_contig_75315|TPO_consensed_contig_27827	4.88964348977524	4.65155837361774	5.20661026880708	4.74819385183695	4.82767891577676	4.75463058220469	5.01350567482686	4.90685618933592	5.11923755924835
TDU_consensed_contig_60325|TPO_consensed_contig_13545	1.65787923451507	1.13578345557823	1.48727034532271	1.74413182651371	1.94976249624215	1.79370990144663	3.08110375297767	1.6909616350411	2.62685551880977
TDU_consensed_contig_9119|TPO_consensed_contig_37763	2.93053455836176	2.82667940104845	2.99702650185469	3.16052460540457	2.91128834842751	3.29679539511338	2.73354985041482	2.53470593706989	2.51810785555775
TDU_consensed_contig_36823|TPO_consensed_contig_38920	2.16717746530415	2.23531912912914	2.45250492716203	2.85375631768821	2.83111799974353	2.82811993223246	2.5460664775882	2.64731375013827	3.08064906157111
TDU_consensed_contig_12946|TPO_consensed_contig_38940	3.48762511363689	3.44667750019061	3.39141032991519	3.65751618420773	3.99338942864241	4.13932162052676	3.22781404084424	3.96233190004296	3.54607286409372
TDU_consensed_contig_12496|TPO_consensed_contig_37721	7.19306945535533	6.43799804289131	7.21363449440501	6.30493870459464	6.65311969776553	6.42637925556707	6.64319565343202	6.91326874785723	6.92308271436493
TDU_consensed_contig_34338|TPO_consensed_contig_18819	0.826633692249445	-0.720481066960322	2.53457606010107	4.52647732418393	4.44330196919971	5.91929260354238	1.01881947472333	1.41834118037811	1.83489264716915
TDU_consensed_contig_60709|TPO_consensed_contig_84476	5.50455921259803	5.69007993821223	5.48812883689275	5.63356145205601	5.52414024632214	5.55264526889786	5.16497631023269	5.49626775906318	4.9974709998094
TDU_consensed_contig_2774|TPO_consensed_contig_84555	8.13904521707755	8.14445217334862	8.22565217675849	8.46723458027521	8.37690990318401	8.41783096953664	8.07945183616078	8.12221707595457	8.33250501278751
TDU_consensed_contig_101853|TPO_consensed_contig_16816	7.01902258710657	6.85225182370405	6.87006932697954	6.79246504740707	6.74288565908265	6.73565805704435	6.58204940064437	6.70610895835349	6.96558822464559
TDU_consensed_contig_64901|TPO_consensed_contig_28516	0.0517002478842182	-0.369008696458944	-0.368994177215841	0.917668081508405	0.554277794384704	0.722325268209862	0.540165876148515	0.233916609240682	0.111601989900018
TDU_consensed_contig_39518|TPO_consensed_contig_96969	4.59464611413181	4.23050211283137	4.64493006531577	5.56152427128313	5.62928375034647	5.68190728729047	5.12019270650352	5.20660926324495	5.57165212732102
TDU_consensed_contig_12648|TPO_consensed_contig_16316	2.13727597959029	1.90535371517636	2.3044062881729	1.40309490867865	1.73158232619261	1.69061640848252	1.86681638127828	1.50783933121721	2.18458143525712
TDU_consensed_contig_12371|TPO_consensed_contig_84318	7.02872570537397	6.90761874056408	7.07423519895501	6.96235362497468	7.11992183457134	6.97327586028123	7.06706591957739	7.15883705456518	6.74754251206635
TDU_consensed_contig_33436|TPO_consensed_contig_27538	8.08817916041575	8.02435277053922	8.16493965658848	8.26474312289103	8.17045902571658	8.27613539717235	8.2830688747299	8.31761350299638	8.13428385329598
TDU_consensed_contig_102177|TPO_consensed_contig_20130	2.36074705147485	2.14263712661929	2.27287071473979	1.28876223319965	1.58719241685744	1.75335216383049	1.76929987536402	2.02998572375177	1.99101184908643
TDU_consensed_contig_33688|TPO_consensed_contig_34221	5.31890309071471	5.11066234282536	5.40329195268336	6.43662279153931	6.64010770389208	6.45024572277306	6.32238536028318	6.26753983214281	5.87703665683173
TDU_consensed_contig_56846|TPO_consensed_contig_34589	2.01105826338687	1.99896676594785	1.95293391767152	4.05735585252022	4.13368076976396	4.11165264838281	2.89944738551825	2.68617657247572	3.02392647155916
TDU_consensed_contig_13355|TPO_consensed_contig_100955	2.22518306873972	1.43276519333536	1.76170951442875	4.43536371215099	4.23061464812659	4.49797133054013	2.39733109797706	2.69573087918897	3.05256651960307
TDU_consensed_contig_20226|TPO_consensed_contig_42203	5.70641582729533	5.20371713174331	5.37943004035437	5.70077545731933	5.53120536837966	5.82264480216631	5.39977703533754	5.00041540177444	4.22760258662585
TDU_consensed_contig_61588|TPO_consensed_contig_105827	1.7790156720167	1.69766234318634	2.06764557654821	1.80779046373603	1.52059466812842	1.87118865412434	1.66471097408682	1.88718512335275	1.88352742242002
TDU_consensed_contig_27936|TPO_consensed_contig_35859	5.39036235853138	5.29575087274298	5.58439952116653	5.51619209524664	5.38755714738352	5.56435670847921	5.44941960912552	5.6143186390207	5.79254197136158
TDU_consensed_contig_19428|TPO_consensed_contig_40171	4.05370260079537	4.01586254183695	4.06073720720604	3.27004997293748	3.0197500151793	3.18744799892502	3.27831352285188	3.54795391850858	3.28152699134233
TDU_consensed_contig_8472|TPO_consensed_contig_16638	1.97769966644044	1.49835353496294	1.59320379007177	2.17266516827678	2.29346121380073	2.55043875043426	1.74897989098442	1.78347377383064	1.50262260806033
TDU_consensed_contig_16874|TPO_consensed_contig_58867	9.30136680547567	9.09578538764631	9.18261465105526	9.25174765346991	9.30674850604406	9.26770949180163	9.09958998526959	9.46295387333608	9.09055522932104
TDU_consensed_contig_45868|TPO_consensed_contig_35616	7.63716359743557	7.65680427066897	7.70984677214897	7.73273109870127	7.73510501873751	7.7306320873304	7.63785265153418	7.60404917906135	7.29413689064664
TDU_consensed_contig_36218|TPO_consensed_contig_95174	5.44478079950431	5.55532234709201	5.67765944932474	5.70356732087253	5.69115063176792	5.69927327061298	5.85319757054748	6.08327905781986	5.45715368931328
TDU_consensed_contig_34888|TPO_consensed_contig_91844	3.11059393693779	3.4130597839878	3.48383126135594	2.3541853081977	2.19724589854143	1.99750510390575	2.94481889327955	3.04127153129829	2.17158409472825
TDU_consensed_contig_57766|TPO_consensed_contig_28199	0.287767606117743	1.36405244325135	0.500945282219786	2.29617970476213	2.06329144187256	2.09761658869595	1.74897989098442	1.96825673400006	0.533428654841501
TDU_consensed_contig_37324|TPO_consensed_contig_36079	5.33874562756292	5.04084089332779	5.00784225877391	5.50982608363377	5.60404258552348	5.65614419122538	5.70020259322638	5.66140088645064	5.2236726058767
TDU_consensed_contig_82274|TPO_consensed_contig_102463	5.44630584725825	5.34709237778566	5.72940098490626	5.89280909425199	5.91182979900279	5.79059728957929	5.59313473124498	5.39433813799455	5.09017755339801
TDU_consensed_contig_69610|TPO_consensed_contig_9736	1.5710744069778	1.60144702792704	1.21596832350532	0.571492440374365	1.24615549902237	0.988840242778618	0.984467969932554	0.792406898600647	0.573506094216836
TDU_consensed_contig_62134|TPO_consensed_contig_19579	1.09900596266257	1.82241737419429	1.78425208307984	1.94623723370518	2.49191191342433	2.414700711352	1.64285154012308	1.81887910996184	2.03473322651575
TDU_consensed_contig_45014|TPO_consensed_contig_8890	3.59602076410803	3.75915983990461	3.72430954262356	3.80519335224999	3.72420279582702	3.90151319098114	3.66199658938978	3.55846540428718	3.36382111297598
TDU_consensed_contig_33119|TPO_consensed_contig_35778	1.47871038882914	1.73442089319646	1.61851487860096	1.34706087376432	1.5431372367795	1.77367214821008	1.68624413563646	1.67172541617818	1.60285005579898
TDU_consensed_contig_27373|TPO_consensed_contig_59761	2.5766554392411	2.31028118681037	1.89196590038009	2.22023085152884	2.79400482672643	1.79370990144663	2.62623682627218	2.6274825782167	1.91506299585313
TDU_consensed_contig_59544|TPO_consensed_contig_101475	3.29793941117503	3.50634632571647	3.5771558488399	4.16255514063194	4.16308703706023	4.13147019956551	3.93810346591358	4.13379530749383	3.96676430283975
TDU_consensed_contig_23462|TPO_consensed_contig_85074	5.58567881988657	5.26781184926201	5.65948352336029	4.92605935176755	5.0167328756184	4.94359714965239	5.18968710608542	4.78683018102321	5.31367959794585
TDU_consensed_contig_59252|TPO_consensed_contig_10000	8.4360762977979	8.33358520690664	8.24330238942712	8.22059635295567	8.10283297889023	8.16514859454947	8.03896604783511	8.1666950660075	8.46424926724876
TDU_consensed_contig_59187|TPO_consensed_contig_100864	5.67554110375155	5.62794185188595	5.75245002298806	5.31364484687276	5.26915732438399	5.20719193422343	5.71468231828651	5.7222680168588	5.21578038137595
TDU_consensed_contig_74326|TPO_consensed_contig_47243	2.79346682831425	2.56619618074399	2.88676699370578	3.1847044178997	3.63781848992741	3.23950965449616	3.76171338089221	3.79017879770853	3.47907855812938
TDU_consensed_contig_59383|TPO_consensed_contig_91061	13.1258602981154	11.6592614013259	13.6497006393881	13.9325556755304	11.3190090631293	13.8691083636149	10.9086544474255	13.3586283462278	11.0778897689245
TDU_consensed_contig_45891|TPO_consensed_contig_83920	4.57804733036777	4.47002481190444	5.10057747173783	4.85249906702835	4.60738913084427	4.81224585288405	3.96917809890796	3.92219871295554	3.6100937281256
TDU_consensed_contig_80841|TPO_consensed_contig_85983	3.51113186652152	3.7412100588591	3.62164776808593	3.20848564385574	3.26322901238131	3.30379878285114	2.6915775799395	2.57667820754521	2.74562530907206
TDU_consensed_contig_74539|TPO_consensed_contig_37333	4.09706555209314	4.19137578154155	4.38589332494763	4.30539823479151	4.14477847864729	4.26305698894901	4.24423958875735	4.33367085639112	4.08931392269823
TDU_consensed_contig_38621|TPO_consensed_contig_16099	2.82194199692472	2.87686515821667	3.09945431477889	2.57759263991078	2.07880444124389	2.2211311251813	2.55779577017031	2.53470593706989	3.63871010515555
TDU_consensed_contig_73880|TPO_consensed_contig_20205	1.8727301068389	2.24808642520302	2.15672912013064	2.6944739402064	2.79400482672643	3.06912803173625	2.49817178748389	2.78794725040995	2.53849964438892
TDU_consensed_contig_42577|TPO_consensed_contig_49292	2.02745270163754	2.04358975736848	2.57392472757689	0.838596510517206	0.798696522051151	0.679890001889466	0.913209286762732	1.78347377383064	0.758720966683744
TDU_consensed_contig_27733|TPO_consensed_contig_16166	6.95778912352718	5.94852614334411	7.24850495425206	7.24415749241385	7.06840005455541	7.20508939067778	5.41436621063754	5.31906310794222	7.40101193957683
TDU_consensed_contig_13259|TPO_consensed_contig_13948	2.74472249446283	2.70230870804271	2.66176807655485	1.40309490867865	1.32632584770636	1.15295962253972	3.0230564676098	4.01670638570175	3.35234832853203
TDU_consensed_contig_8818|TPO_consensed_contig_13036	8.66992258626107	8.62005971642153	8.6481021981425	8.31215935820391	8.20400378361794	8.32901209620354	8.36879662553272	8.46019742299792	8.74815821520148
TDU_consensed_contig_7293|TPO_consensed_contig_37856	0.899697154439168	0.897271368878504	1.14806425900351	0.878673949892541	0.835690729533353	0.722325268209862	0.631796351614084	0.602304015220705	0.65046807603172
TDU_consensed_contig_74796|TPO_consensed_contig_89874	5.11731085315237	4.95194427501117	5.29364350821287	4.52332044099675	4.38833550998178	4.75463058220469	4.85379237370614	5.1451723974106	5.40535557819519
TDU_consensed_contig_35545|TPO_consensed_contig_107904	7.29095400594258	7.0955094585949	7.15591899654872	7.03785410904027	7.09486785069037	7.13220808810306	7.3827738298769	7.35700336022174	7.26000662140005
TDU_consensed_contig_74127|TPO_consensed_contig_106173	7.07727049295102	6.90459791578377	6.98825445340451	6.73085069729166	6.67561205821418	6.77587738180601	6.91349460171291	6.9675174590462	6.90895763320394
TDU_consensed_contig_13517|TPO_consensed_contig_38353	1.75951949639091	0.796577369259031	2.40964944820024	3.66898896865168	3.84252276301578	3.26843683995966	1.57521282324772	1.93637267298028	3.97426858525185
TDU_consensed_contig_15885|TPO_consensed_contig_12447	0.582214964582998	0.960696749020138	0.83911401811436	1.06388882235945	0.974853477204978	0.988840242778618	-0.998254038635611	0.561081352494192	0.859414966303217
TDU_consensed_contig_38977|TPO_consensed_contig_16040	5.39194599759368	5.26624370232404	5.2818099897211	5.10775612227042	4.89275706553591	5.07425670774133	4.98120518292355	5.10271110939112	4.95827506267443
TDU_consensed_contig_7261|TPO_consensed_contig_8675	6.25898577683046	6.32428988276227	6.45206501404965	5.97019990599356	6.2448668030538	6.03849200294465	6.22459835242923	6.16723172302402	6.27128295984553
TDU_consensed_contig_17492|TPO_consensed_contig_16892	6.72381124296682	6.41695179013726	6.53582209015482	5.85940042632922	5.66440971098476	5.82264480216631	5.68691189544514	5.82922495757369	5.59374401857705
TDU_consensed_contig_46444|TPO_consensed_contig_44648	1.30131413795569	1.75245481602672	1.48727034532271	2.14006050284485	1.93278941763843	1.83296933189385	1.66471097408682	1.55058897867655	1.41710453687427
TDU_consensed_contig_67387|TPO_consensed_contig_41956	0.788665842050424	1.36405244325135	0.83911401811436	1.40309490867865	1.89823219560207	1.60248549820386	1.23878515866524	1.70994473840867	1.22917158628119
TDU_consensed_contig_28343|TPO_consensed_contig_13204	3.05570217844171	3.40737987491545	3.42766085618455	4.08331208562284	3.85609052797499	4.07528025871785	3.56653058014792	3.53204167954284	3.03831756386479
TDU_consensed_contig_36365|TPO_consensed_contig_84776	1.18920377163415	1.49835353496294	1.28081946785528	1.78688147397305	1.58719241685744	1.53266404870629	1.35089552498678	1.57149796843953	1.56359062535175
TDU_consensed_contig_29364|TPO_consensed_contig_84941	0.969238087692245	1.13578345557823	1.28081946785528	3.80519335224999	3.54033860342683	3.41146233728545	3.27120663635762	3.33825326905542	2.49742370138601
TDU_consensed_contig_39043|TPO_consensed_contig_39959	3.46372899729072	3.5482424107553	3.21181668023485	3.37184397469421	3.16490517849921	3.58821540123722	3.69954095824992	3.60990383107886	3.05963856827857
TDU_consensed_contig_43151|TPO_consensed_contig_59204	3.61783887431372	3.89117975515162	3.79261555601447	2.52805317910947	2.48027721294093	2.70655795235155	1.37761286336256	1.37142013299062	0.983594377523946
TDU_consensed_contig_13469|TPO_consensed_contig_48867	0.863627899731646	0.864481433760835	0.750304751156504	-0.101697243358526	0.31326969488091	-0.0286471839502232	1.20934138077276	1.05246973790315	0.573506094216836
TDU_consensed_contig_42282|TPO_consensed_contig_19644	8.31629922934136	8.36194330663286	8.51649182939223	8.97663390351071	9.11916010047848	9.14341437516065	8.99643612247285	8.87324087214468	8.89747080469061
TDU_consensed_contig_37201|TPO_consensed_contig_85445	1.06764179175324	0.991393546243054	1.51449181405773	5.19366837864537	5.51419058591453	5.40902877746037	5.70416604363372	5.00426515733671	4.51425209814225
TDU_consensed_contig_37103|TPO_consensed_contig_34302	2.94786443689968	2.20944049730354	3.1173207355724	0.0464013956306078	-0.338807001698784	-0.993881765789547	2.48594548515063	2.25345679563633	2.6828895537241
TDU_consensed_contig_27826|TPO_consensed_contig_85993	8.62652500835409	8.4996053311724	8.72931022368193	9.04302988786018	9.02069157875236	9.0253780008911	9.10359660457796	9.2394901248103	8.95098406825373
TDU_consensed_contig_79960|TPO_consensed_contig_35107	2.12208957577562	1.78786015215792	2.42407651883552	1.22800820212056	1.99951553143925	1.57958509609378	2.07703408866863	2.34130014461428	2.11839115556266
TDU_consensed_contig_79910|TPO_consensed_contig_95972	1.24634767873776	0.897271368878504	1.07680557583369	2.00173234629688	1.71181907137118	2.06501192326402	1.14858734969366	1.59210824811482	1.15186586011375
TDU_consensed_contig_45491|TPO_consensed_contig_36054	0.899697154439168	0.304180987273948	-0.472087670179944	1.02869939389715	1.1017655896872	0.636168624460148	1.23878515866524	0.64238145459604	-0.190053709961083
TDU_consensed_contig_11472|TPO_consensed_contig_28195	1.97769966644044	2.32240474589285	2.1393470419024	2.40994857971971	2.31981254074768	2.20625784869977	2.06063965041796	1.6909616350411	2.35522508928759
TDU_consensed_contig_63585|TPO_consensed_contig_33368	9.39140181771754	9.18428330397188	9.2580364781118	9.14847311711466	8.9191868880689	9.00672191440933	9.17375668680868	9.25986149968629	9.41860942700524
TDU_consensed_contig_77029|TPO_consensed_contig_8511	0.668371608332713	0.611362496792124	1.03981136835149	3.69166440661958	3.81499833438025	3.14127781749209	3.17548257675672	2.74257574264864	2.02030615588047
TDU_consensed_contig_8435|TPO_consensed_contig_36145	4.10866906001329	4.31787034182205	4.45426323943439	3.94859265470331	3.86953188334876	4.15101921197029	4.21860727672761	4.105401868718	3.84924794014622
TDU_consensed_contig_18338|TPO_consensed_contig_37761	4.11635320622647	3.9587563384507	3.84716629040909	-0.667294419212751	0.0237630776859246	1.45929086237607	3.14470391520643	3.78123182304397	3.36382111297598
TDU_consensed_contig_8661|TPO_consensed_contig_18694	0.668371608332713	0.254427952076848	-0.017521806714463	1.37534991819574	1.96653820899297	0.842619501927574	1.45491858953	0.92829032668242	1.22917158628119
TDU_consensed_contig_33461|TPO_consensed_contig_73286	3.83364275076881	3.79874846830066	4.03276809134737	4.65319025880494	4.87509569680413	4.63755516473111	3.92910065953262	4.00137880417477	4.37094554740936
TDU_consensed_contig_34100|TPO_consensed_contig_28072	-0.0826008438273728	0.611362496792124	1.18241576379429	2.17266516827678	2.109338809392	1.92668376671605	1.45491858953	2.15991602779691	0.360961458836735
TDU_consensed_contig_8715|TPO_consensed_contig_13127	4.55561430243235	4.34189079332719	4.43658293187386	3.93440209726821	4.1036626248598	4.21928032949336	4.26585340186341	4.18557221740198	4.01121541980961
TDU_consensed_contig_59018|TPO_consensed_contig_34417	1.97769966644044	1.26702798885648	2.19087734254249	1.31820601109213	1.84479293664061	1.75335216383049	2.3842155981868	1.41834118037811	2.645776380707
TDU_consensed_contig_54889|TPO_consensed_contig_13029	6.93407157767827	6.66798165502939	6.58399804765875	6.3696484255855	6.6023663973009	6.20017150654566	6.20980609169347	6.84245706848909	6.04679484379263
TDU_consensed_contig_36106|TPO_consensed_contig_41894	4.9446309016479	5.46251253672941	5.16211834956106	6.53002058026107	6.40573855624323	6.67820677332274	5.46195804798982	5.77053471812314	5.12767439639699
TDU_consensed_contig_39039|TPO_consensed_contig_37735	2.47273648778451	2.29805488447711	1.95293391767152	2.18869527809573	2.109338809392	2.04842903906842	2.6915775799395	2.13203699522147	2.18458143525712
TDU_consensed_contig_11239|TPO_consensed_contig_38100	1.12970275988549	0.398817861412023	0.655667877018428	1.60771262828712	1.00764341232265	1.75335216383049	1.35089552498678	0.895500391564751	0.758720966683744
TDU_consensed_contig_35059|TPO_consensed_contig_19472	5.9866360461501	5.59958026677693	5.68666225570569	5.62032562489932	5.60135974878403	5.53489789953849	6.13445988370963	6.07963473623342	6.37768132712934
TDU_consensed_contig_37289|TPO_consensed_contig_33057	0.709594271059226	0.571285057416788	-0.017521806714463	1.40309490867865	1.32632584770636	1.4082166777818	0.913209286762732	0.861947831853724	0.573506094216836
TDU_consensed_contig_43240|TPO_consensed_contig_39352	3.13349433904787	3.40167751555126	3.17816629079293	3.16862965504162	3.01169024538535	3.01894227456804	2.94481889327955	3.24371978427104	2.645776380707
TDU_consensed_contig_99562|TPO_consensed_contig_100973	2.73477283405522	2.64553961211021	2.5995733149475	2.15645494109552	2.109338809392	1.94471768954631	2.12512837686967	2.9643095494834	2.53849964438892
TDU_consensed_contig_57356|TPO_consensed_contig_97398	4.78264205442265	4.35375268988049	4.85117563539124	5.10353462681974	5.13646321043529	5.02425216293569	5.22689600387983	5.21493893442642	5.22681744644817
TDU_consensed_contig_38439|TPO_consensed_contig_40105	6.7604392892438	6.53820679387922	6.66594705128718	7.34906817954814	7.49715315391314	7.26148407931789	7.68273331683931	7.5658107023673	6.8887487285687
TDU_consensed_contig_8394|TPO_consensed_contig_35676	4.78505458849805	4.85929001023571	5.12727420960183	5.60248681906163	5.72111681595327	5.34935683534323	5.02411377439284	5.37811133558958	4.84208814857335
TDU_consensed_contig_10668|TPO_consensed_contig_19673	2.02745270163754	1.64070645837427	1.59320379007177	1.60771262828712	2.06329144187256	1.50861857473964	1.42960750100082	0.991715706824054	1.34946581999891
TDU_consensed_contig_89828|TPO_consensed_contig_12949	7.1299400257426	6.69678948138243	7.03188525906634	5.55226134995416	5.44853590356749	5.16358547937955	4.63040847748984	4.74142296988184	6.99401433724795
TDU_consensed_contig_7847|TPO_consensed_contig_33524	6.17041065547958	5.81867774414771	5.7891366658771	5.73256025435968	5.68736071266839	5.6912841682912	6.11573611968594	5.95687934400791	5.56793703074217
TDU_consensed_contig_78196|TPO_consensed_contig_47355	1.03558058252094	-0.53406794272944	1.11287483054121	1.84872072779091	1.96653820899297	1.75335216383049	1.92231149386998	1.24697276206613	1.99101184908643
TDU_consensed_contig_12682|TPO_consensed_contig_32552	4.41315670695822	4.11676622940786	4.51617622176909	5.81232418925666	5.64500096479863	5.89978091735991	5.2738758231336	5.20994690508266	5.58519287983696
TDU_consensed_contig_40882|TPO_consensed_contig_71414	7.9547117297389	8.05214635420118	8.03144364025542	8.09279343116612	8.13426088760558	8.06668550891831	8.04131784248161	8.07472313758915	8.21528568088045
TDU_consensed_contig_36629|TPO_consensed_contig_98715	5.30215658763854	5.32165000088956	5.28576529046009	5.09717913177992	5.16035552149343	5.01787794767293	5.18968710608542	5.45326116472727	5.02483013274805
TDU_consensed_contig_39015|TPO_consensed_contig_89425	4.31640347407863	4.12371062327765	4.29854563675166	4.12971855862339	4.10744922819078	3.9514227134242	4.41194490370685	4.112552788146	4.49351218961561
TDU_consensed_contig_28112|TPO_consensed_contig_46609	6.48873559095218	6.32051714253462	6.47649587372853	6.40952117783808	6.16898763849991	6.24543261734933	6.10278366008054	6.39029851579312	6.07149459790175
