,logFC,AveExpr,t,P.Value,adj.P.Val,B
TDU_consensed_contig_12660|TPO_consensed_contig_35704,-0.189284800625,5.206719771,-0.684593221158,0.509656367965,0.590003365582,-7.60063968669
TDU_consensed_contig_35369|TPO_consensed_contig_85862,-0.0934861718631,4.34960349166,-0.811859625873,0.436378199687,0.52151444348,-7.32577273488
TDU_consensed_contig_69335|TPO_consensed_contig_9777,0.473601485004,4.24441162893,2.03187226704,0.0705117697738,0.11224901832,-5.75928169376
TDU_consensed_contig_56821|TPO_consensed_contig_19898,0.568197030005,1.30170234555,2.44888528046,0.0350593277689,0.0619646486655,-4.43940910735
TDU_consensed_contig_11053|TPO_consensed_contig_39553,-0.0919288079509,9.21383710636,-1.06837528363,0.311265666492,0.393952527398,-7.48131209848
TDU_consensed_contig_4745|TPO_consensed_contig_27969,-0.172297744156,2.87669842177,-1.11305823608,0.292555276471,0.37336991237,-6.71579265008
TDU_consensed_contig_8405|TPO_consensed_contig_33570,0.163745529667,8.25281132765,2.34737031052,0.0416100027954,0.0714370473612,-5.70383192985
TDU_consensed_contig_46251|TPO_consensed_contig_32522,0.1094039144,3.70428196801,0.844449769045,0.418795887114,0.503488761031,-7.16017511465
TDU_consensed_contig_16676|TPO_consensed_contig_13149,0.181630564875,3.57044092509,0.802568749339,0.44148000186,0.526256780157,-7.1663968784
TDU_consensed_contig_28098|TPO_consensed_contig_32709,0.144529098798,4.904219905,1.15034315969,0.277623214274,0.357431937635,-7.10960243617
TDU_consensed_contig_33969|TPO_consensed_contig_43357,-0.00246101891819,2.41956408802,-0.0119509749822,0.99070740332,0.993219055892,-7.25036476605
TDU_consensed_contig_75315|TPO_consensed_contig_27827,0.124895430691,4.84638591367,0.929984847361,0.374985801181,0.45934651497,-7.32461836185
TDU_consensed_contig_60325|TPO_consensed_contig_13545,-0.413064440191,1.62808954327,-2.05866599651,0.067450975728,0.108101781424,-5.13943108669
TDU_consensed_contig_9119|TPO_consensed_contig_37763,-0.206196066987,3.0204748017,-1.40108445457,0.192418966426,0.26224373821,-6.40660891864
