,logFC,AveExpr,t,P.Value,adj.P.Val,B
TDU_consensed_contig_59264|TPR_consensed_contig_54179,0.000382992626368,2.6096670699,0.00191321307442,0.998504596673,0.998898367588,-6.95140748869
TDU_consensed_contig_39174|TPR_consensed_contig_10735,0.0853670652827,5.18984989398,0.830051598158,0.422552629606,0.567899540743,-7.0664355412
TDU_consensed_contig_16718|TPR_consensed_contig_75075,-0.0405932191783,6.53773529708,-0.391372826281,0.702312713506,0.802518818012,-7.49755776228
TDU_consensed_contig_77592|TPR_consensed_contig_54144,-0.162204541055,2.9996288355,-1.09010015084,0.296860237566,0.445602330331,-6.43052128184
TDU_consensed_contig_59336|TPR_consensed_contig_53892,0.033598078731,4.46319427922,0.302449635367,0.767435167641,0.84947798037,-7.25881544827
TDU_consensed_contig_12596|TPR_consensed_contig_99783,0.23972466582,3.69258096934,1.80809963144,0.0954446507602,0.195257433723,-5.5920068033
TDU_consensed_contig_75078|TPR_consensed_contig_99332,0.157800219412,6.87930175682,1.93239931003,0.0770098198841,0.166400903399,-5.84393207737
TDU_consensed_contig_74833|TPR_consensed_contig_105358,0.00906470110776,3.94512542404,0.0722805978714,0.943557286794,0.966220182572,-7.21139937682
TDU_consensed_contig_33098|TPR_consensed_contig_59899,-0.126946894492,9.08759343342,-1.32541680874,0.209465987675,0.345770518454,-6.77895619611
TDU_consensed_contig_45825|TPR_consensed_contig_61733,-0.00742101841406,7.52310632369,-0.097598499651,0.92384598999,0.955095798312,-7.63503276687
TDU_consensed_contig_19573|TPR_consensed_contig_18202,-0.0109956291887,5.39568218535,-0.10820550506,0.915602748613,0.95005839965,-7.4543048947
TDU_consensed_contig_41680|TPR_consensed_contig_17074,-0.0882431562997,1.35560203677,-0.431233095482,0.673866696924,0.781454328421,-6.61882031702
TDU_consensed_contig_38105|TPR_consensed_contig_86114,-0.0587933512203,6.02049168387,-0.51355973545,0.61678946245,0.735177102722,-7.39262169027
TDU_consensed_contig_69660|TPR_consensed_contig_105344,-0.0712993627816,5.88499197188,-0.817828714733,0.429234544937,0.573915262547,-7.16968243549
TDU_consensed_contig_39314|TPR_consensed_contig_13802,-0.208682900119,8.65442990717,-2.65431496329,0.0208543403096,0.0626803883655,-4.66625189152
TDU_consensed_contig_32973|TPR_consensed_contig_100500,-0.130102092358,5.07179279691,-1.18860250763,0.257355997192,0.400704511817,-6.69837336054
TDU_consensed_contig_20693|TPR_consensed_contig_101866,-0.0493994868666,7.49430635754,-0.306363708136,0.764524949437,0.847736276029,-7.58592254028
TDU_consensed_contig_17809|TPR_consensed_contig_16737,-0.31231177412,4.12015144318,-2.54500998924,0.0255285890059,0.0727227941165,-4.47335014426
TDU_consensed_contig_100824|TPR_consensed_contig_13723,-0.144679640253,4.38696916881,-1.17939130442,0.260867522565,0.40470183388,-6.59208091915
TDU_consensed_contig_48858|TPR_consensed_contig_111268,0.179754319292,1.30411084798,0.90642757825,0.382370332587,0.531567579773,-6.26884016857
TDU_consensed_contig_41377|TPR_consensed_contig_97800,0.138191880638,4.71285758826,1.26523058082,0.229564232068,0.368399219167,-6.53612551454
TDU_consensed_contig_65044|TPR_consensed_contig_70208,-0.0462660583168,7.14361663123,-0.605195318078,0.556207535582,0.686155961523,-7.42647673834
TDU_consensed_contig_41970|TPR_consensed_contig_17625,0.0379182924956,1.12732394173,0.121420082141,0.905347448715,0.942710209476,-6.65717674268
TDU_consensed_contig_16362|TPR_consensed_contig_99285,0.043688102142,7.81788062305,0.593605828115,0.563686366979,0.691565544072,-7.46179583726
TDU_consensed_contig_32847|TPR_consensed_contig_80830,0.0651193048308,9.47087664142,0.760212530738,0.461655152466,0.602574586065,-7.35925477329
TDU_consensed_contig_38252|TPR_consensed_contig_53961,0.341070279594,3.95686764329,2.67637512637,0.0200181147816,0.060924958215,-4.16879536897
TDU_consensed_contig_33553|TPR_consensed_contig_99034,-0.123003976346,4.0393205014,-0.975660661069,0.348297803119,0.497211284222,-6.74319601184
TDU_consensed_contig_80515|TPR_consensed_contig_61818,-0.348914248638,2.09572974491,-2.31316248668,0.0390462017535,0.100018280795,-4.50411218781
TDU_consensed_contig_40657|TPR_consensed_contig_100410,-0.20956731119,5.19162778178,-2.14919171455,0.0524934151119,0.125006027491,-5.33019126278
TDU_consensed_contig_61543|TPR_consensed_contig_60726,-0.157417533387,1.57089494405,-0.964292685172,0.353738885816,0.502785890793,-6.28161263925
TDU_consensed_contig_99863|TPR_consensed_contig_65282,0.310237561525,3.77942904072,2.17426868088,0.050185623408,0.120926268052,-5.01547831961
TDU_consensed_contig_38798|TPR_consensed_contig_60152,-0.151952971185,5.26905498968,-1.42467635551,0.179479049948,0.309306502919,-6.43150284083
TDU_consensed_contig_39518|TPR_consensed_contig_100706,-0.0731881250503,5.84292709667,-0.710824212497,0.490641654615,0.628603645123,-7.24500945532
TDU_consensed_contig_37729|TPR_consensed_contig_12642,0.194931528938,3.70766899263,1.44934868201,0.172608466772,0.300164200915,-6.11191638519
TDU_consensed_contig_17693|TPR_consensed_contig_7689,0.212331173666,1.75503680127,0.874541175272,0.398815940121,0.54723263616,-6.3758385401
TDU_consensed_contig_16036|TPR_consensed_contig_110066,0.209011706351,2.45402030119,0.81905198668,0.428562710588,0.573319159437,-6.55096636289
TDU_consensed_contig_33548|TPR_consensed_contig_52538,-0.0243970533975,4.24091907211,-0.214804416301,0.833490373715,0.895818962196,-7.24712980044
TDU_consensed_contig_16728|TPR_consensed_contig_51386,0.0510234632436,4.22397077588,0.512391837321,0.617582343501,0.736035710537,-7.12489212337
