Tdu_1	Tdu_2	Tdu_3	Tpr_1	Tpr_2	Tpr_3
TDU_consensed_contig_19573|TPR_consensed_contig_18202	5.23344053900739	5.21603066236463	5.24204004954087	5.36751965018271	5.79964651699144	5.48858575678131
TDU_consensed_contig_33332|TPR_consensed_contig_92493	4.9426883400032	4.17570292994884	4.6694890657806	4.69250754481913	4.59711256530228	4.5908521004747
TDU_consensed_contig_41680|TPR_consensed_contig_17074	1.48553946716003	1.55729023550392	2.00329654602777	0.785616949210615	1.13768094666498	0.998665272985631
TDU_consensed_contig_21950|TPR_consensed_contig_19832	-0.836388627727337	-0.875669171772182	-0.182058495984148	-0.573464144094213	-0.387780542307511	-0.518393163233721
TDU_consensed_contig_33741|TPR_consensed_contig_92566	7.17993520896713	6.90700148690482	6.94089470921871	6.65994712601422	7.00062819468591	6.72986160325445
TDU_consensed_contig_61486|TPR_consensed_contig_11851	-0.1504972181554	-0.661544366419335	-0.278273811243451	-0.573464144094213	-0.0746226570478804	-0.0909719394990454
TDU_consensed_contig_38105|TPR_consensed_contig_86114	6.58073006463974	6.2164536780665	6.17378987327648	5.74296497038866	5.67569625261365	5.61868630867143
TDU_consensed_contig_69660|TPR_consensed_contig_105344	5.82306441709841	5.57653087763404	5.76536635197509	5.95893413430107	6.08893498198537	5.95734026773268
TDU_consensed_contig_63721|TPR_consensed_contig_15160	5.20515149457596	5.09794210374729	4.91767107516008	4.79627543070934	5.13862977605853	4.9578991269459
TDU_consensed_contig_4784|TPR_consensed_contig_100829	6.57263328550494	6.3627355675529	6.52774795651548	5.84181835731494	5.86187165160554	5.92226124837295
TDU_consensed_contig_37031|TPR_consensed_contig_55762	1.58256392155489	1.13868612120489	1.33947862459538	1.09279845872879	0.182535182449244	0.890412382333608
TDU_consensed_contig_39314|TPR_consensed_contig_13802	8.81427292444035	8.83010143124759	8.77166859950254	8.18127815198581	8.49365790596752	8.41753391345297
TDU_consensed_contig_21959|TPR_consensed_contig_54355	4.66380376951507	4.5719100247767	4.3853456333527	2.04252525224757	2.3160181879235	2.26025046218236
TDU_consensed_contig_40793|TPR_consensed_contig_75282	5.95236516290576	5.78482596011633	5.97813824849628	5.52594084463928	5.89481651323485	5.66733670498586
TDU_consensed_contig_13271|TPR_consensed_contig_101541	1.77960076861444	1.30065360086828	1.6319295184059	0.188376118711022	1.7674976831704	1.19348144996965
TDU_consensed_contig_32973|TPR_consensed_contig_100500	5.02698966153996	4.53711235356629	4.62695756044338	5.35315414701353	5.26739779162131	5.35918186555024
TDU_consensed_contig_32521|TPR_consensed_contig_77966	2.36114860492284	2.50838063502298	2.70294898172592	3.34176575242703	3.1262460516027	2.90439661176931
TDU_consensed_contig_26134|TPR_consensed_contig_11877	4.16557022531072	4.00599544754816	4.51300137114629	2.66452513229325	2.90321569302796	3.17437262702195
TDU_consensed_contig_4906|TPR_consensed_contig_82072	5.3568688775456	4.98330644251984	5.03492199128075	5.23277023806948	5.15560285466225	5.18108954323653
TDU_consensed_contig_20693|TPR_consensed_contig_101866	8.28896868600383	8.04688549967087	7.94805532722673	6.38628585484813	7.17307333989984	7.01728443309348
TDU_consensed_contig_48191|TPR_consensed_contig_111673	0.472939430380392	1.16697516563631	1.2035951965136	0.88025382334869	1.41331538927841	0.998665272985631
TDU_consensed_contig_33852|TPR_consensed_contig_104633	4.07676095835286	3.77279627125513	4.08533231489378	4.36035477892131	4.42425086695957	4.30837446206033
TDU_consensed_contig_99603|TPR_consensed_contig_120777	6.3777192793931	6.38247282412159	6.3520874711615	6.50984173722293	6.61256096439095	6.65325816968284
TDU_consensed_contig_82249|TPR_consensed_contig_54226	2.61159297016642	3.26510948401061	2.94589423498285	3.09773075427102	2.59573133490392	2.56026378064128
TDU_consensed_contig_77275|TPR_consensed_contig_104542	2.18694387610329	2.02736909834073	1.40290400473701	1.6711582246257	2.17515565208365	0.773372961143388
TDU_consensed_contig_18455|TPR_consensed_contig_102029	8.76036830515551	8.2895393321002	8.48362126113296	8.10708648763677	8.02328099799242	8.08753331605156
TDU_consensed_contig_32871|TPR_consensed_contig_100160	6.33831999390768	6.11664608008901	6.38877653875298	6.28937532348955	6.41840288553965	6.22400339474655
TDU_consensed_contig_75901|TPR_consensed_contig_67233	0.131902512545325	-0.310071995917957	0.645104907153637	0.394826996178449	0.977216274471738	0.115478937968381
TDU_consensed_contig_17809|TPR_consensed_contig_16737	4.35601140647079	4.25031248208253	4.11404361153531	3.96096562260795	3.80383953023412	3.6151476877144
TDU_consensed_contig_39094|TPR_consensed_contig_102881	4.86525685315915	4.80578009354278	4.90129214759116	5.01019097544016	5.17237856741307	5.21514818820944
TDU_consensed_contig_33242|TPR_consensed_contig_80911	6.11223253240519	6.10023610175152	6.02676583320977	5.84768596089226	6.11712870684761	6.0794667507651
TDU_consensed_contig_37756|TPR_consensed_contig_107372	0.570786753778537	0.747261179147995	0.886113006657432	0.925341712877228	0.122414190011673	1.46911589258308
TDU_consensed_contig_100824|TPR_consensed_contig_13723	4.97878579878957	4.94502038878703	4.75400947065009	3.62065032291517	4.11664724679279	3.60376541927786
TDU_consensed_contig_22232|TPR_consensed_contig_66358	-0.230667566839383	1.1098312585327	0.478455037744186	-0.704708677372466	0.349185051858696	0.0498905963408044
TDU_consensed_contig_48858|TPR_consensed_contig_111268	0.829873975095668	0.923418134301822	1.13053173432388	1.72315286226396	1.95152963080809	1.63485309706196
TDU_consensed_contig_41377|TPR_consensed_contig_97800	5.09845602945218	4.87814927140136	5.28054272123504	4.38880320855068	4.55792930219154	4.35664116332467
TDU_consensed_contig_20892|TPR_consensed_contig_20477	2.80495634289134	2.61490095867402	2.57110432570986	2.5540255910277	2.91212124624985	2.62925039083258
TDU_consensed_contig_88760|TPR_consensed_contig_26734	0.194638267893288	-0.0276722652172323	-0.278273811243451	0.329238654550872	0.349185051858696	0.456515855803448
TDU_consensed_contig_16201|TPR_consensed_contig_77840	7.50326776379809	7.36254446946124	7.55177689604291	7.42187289262609	7.72627724287242	7.46263274197814
TDU_consensed_contig_65044|TPR_consensed_contig_70208	6.78820818915354	6.73992368473878	6.77176245469178	7.54027802195497	7.54564187892807	7.38455365525855
TDU_consensed_contig_41970|TPR_consensed_contig_17625	2.15574925449969	1.91510286608982	2.00329654602777	-0.342138597987758	0.977216274471738	0.115478937968381
TDU_consensed_contig_16362|TPR_consensed_contig_99285	8.22559883165174	8.11562590677068	8.02314354148201	7.49472997587176	7.66536371398094	7.46931189761577
TDU_consensed_contig_32847|TPR_consensed_contig_80830	9.91613746278978	9.67872781940369	9.6944089406359	9.26375241324296	9.22720808884617	9.17515387526679
TDU_consensed_contig_8568|TPR_consensed_contig_102629	4.18501384900489	3.82698837161873	4.09975938552906	3.96636898113728	3.87843811999356	3.53950522047448
TDU_consensed_contig_38252|TPR_consensed_contig_53961	4.38320081032815	4.17570292994884	4.48029403740797	3.62748775296872	3.69452981117723	4.06449500924958
TDU_consensed_contig_33553|TPR_consensed_contig_99034	3.35772583928205	3.42005385276779	3.70609553704279	4.45564299736305	4.50004009030242	4.56173516785794
TDU_consensed_contig_42821|TPR_consensed_contig_105102	8.24240032246498	7.9846729252026	8.28856758098078	8.30798236505546	8.52827985221744	8.32504060997033
TDU_consensed_contig_12529|TPR_consensed_contig_80517	1.98877757044673	1.51389763999054	1.37153983382767	1.2428239027334	1.28207085600016	0.927406589815809
TDU_consensed_contig_74671|TPR_consensed_contig_53368	3.3160064491574	3.09149943576045	2.98786650545816	3.38275416387787	3.42269372159427	3.28540393941069
TDU_consensed_contig_37416|TPR_consensed_contig_100705	7.31446239805271	7.13040439548971	7.3583508093002	6.76367293246076	6.92124788194875	6.90410665195708
TDU_consensed_contig_33536|TPR_consensed_contig_60073	6.41524814511364	6.71019473169051	6.60563346636423	6.47614768453526	6.45008626743384	6.70010744284573
TDU_consensed_contig_80515|TPR_consensed_contig_61818	2.37475903644149	2.34466078310737	2.47107550737859	1.6711582246257	1.7674976831704	1.25298246171832
TDU_consensed_contig_40657|TPR_consensed_contig_100410	5.36711897423936	5.37907602585703	5.30772473623023	4.88454118175179	5.0943245774706	4.69374678611553
TDU_consensed_contig_61543|TPR_consensed_contig_60726	2.09126052804798	2.05790346648884	2.04365428364391	0.735863914013516	1.28207085600016	0.890412382333608
TDU_consensed_contig_58951|TPR_consensed_contig_111931	1.2099050245466	-0.475131242188453	0.696635207793719	0.735863914013516	0.590193151362491	0.238335685753914
TDU_consensed_contig_16281|TPR_consensed_contig_80763	8.27769316912521	8.1969726078506	8.10259771994463	7.80553744182033	7.84845113584321	7.72543741146271
TDU_consensed_contig_99863|TPR_consensed_contig_65282	4.15771880434946	4.5014545773573	4.10453652579093	3.35005712605843	3.73021666709094	3.44060946489409
TDU_consensed_contig_13459|TPR_consensed_contig_102382	1.51041413579905	0.820324641337718	1.6319295184059	3.62748775296872	3.6841692995715	3.43419747637985
TDU_consensed_contig_38798|TPR_consensed_contig_60152	5.82058022356013	5.7122958171105	5.80111901382113	4.59122420898195	4.84743591938652	4.53801097379415
TDU_consensed_contig_89442|TPR_consensed_contig_92516	5.70681134860256	5.63971528886477	5.78037111584021	5.39382477658907	5.61971399423941	5.70510927973238
TDU_consensed_contig_56709|TPR_consensed_contig_60660	0.706138606673423	1.05033024678404	1.40290400473701	1.56118538260057	1.33600966311096	0.732150298416876
TDU_consensed_contig_35823|TPR_consensed_contig_78032	3.80244074497256	5.14669864125627	4.32112607270151	4.85862380737715	4.76872394337248	4.59947380964549
TDU_consensed_contig_35657|TPR_consensed_contig_80816	8.16935795107464	8.17798524583096	8.29876427195872	8.26038844602829	8.43404174607149	8.37443748853626
TDU_consensed_contig_39518|TPR_consensed_contig_100706	5.31335849177735	4.97932384498482	5.35258954008631	6.32766509136173	6.58219458056917	6.36129570481616
TDU_consensed_contig_37729|TPR_consensed_contig_12642	4.16557022531072	4.3181025716245	4.16524138861153	3.21131292998818	3.64196680108654	3.12745157963446
TDU_consensed_contig_17693|TPR_consensed_contig_7689	2.15574925449969	2.22866748804255	2.21247334786005	1.91420115527203	1.43819005791744	1.03301677777641
TDU_consensed_contig_33263|TPR_consensed_contig_82564	2.2766740367593	2.07293167572117	2.17662814891333	2.08288298986371	1.5565100251062	1.95454271975332
TDU_consensed_contig_19304|TPR_consensed_contig_104743	1.40823374099258	1.22194162485424	1.2387846249759	1.01149835662694	1.04355876930043	0.554363179201593
TDU_consensed_contig_82142|TPR_consensed_contig_74828	0.570786753778537	0.988269278651789	0.591665648192176	-0.704708677372466	-0.477978351279089	-0.621486656197825
TDU_consensed_contig_16036|TPR_consensed_contig_110066	1.81995850623058	0.889865574590795	2.24744948610303	3.4766210873421	3.38480896158942	3.34813969475866
TDU_consensed_contig_36358|TPR_consensed_contig_107828	2.8348062706379	2.86849192379823	2.37944503191302	6.09094449183297	6.48258417727589	6.61762563343123
TDU_consensed_contig_8838|TPR_consensed_contig_6910	1.35429493388177	0.988269278651789	1.89716819516643	1.2428239027334	1.22603682108583	1.0993592726051
TDU_consensed_contig_39271|TPR_consensed_contig_39468	6.32961067050118	6.32870633954691	6.53661247006277	6.87200060199954	6.87701744529394	7.15476358308342
TDU_consensed_contig_33548|TPR_consensed_contig_52538	4.30360752043292	4.5344005199842	4.54498360540678	3.88311347748793	4.03746715557355	4.09326765887822
TDU_consensed_contig_65263|TPR_consensed_contig_24861	1.60583370087774	1.19472015611922	1.30668868947771	1.64444088624992	1.22603682108583	1.46911589258308
TDU_consensed_contig_34002|TPR_consensed_contig_97173	4.12989737665495	4.14758618052812	4.18792574024772	3.43045090590917	3.91876451988047	3.58652184697597
TDU_consensed_contig_19785|TPR_consensed_contig_103652	2.72219845756952	2.47482807531195	2.66464509354928	2.99573104076863	2.60674432762634	2.67347439108927
TDU_consensed_contig_16728|TPR_consensed_contig_51386	4.05579118450574	4.12252633138107	4.07075951380651	4.54502559277675	4.39278407886256	4.26206175562918
TDU_consensed_contig_12939|TPR_consensed_contig_77899	2.49179845763171	2.50838063502298	2.42598761785005	3.84841773622669	4.04153108795345	4.10138410808259
TDU_consensed_contig_104261|TPR_consensed_contig_14705	12.0142823343506	11.4187333185264	11.4107149928262	10.7650058105655	10.9948926048149	10.8482870421955
TDU_consensed_contig_74723|TPR_consensed_contig_105356	5.93179569704959	5.92910720618365	5.9910947346881	5.58859873957513	5.65196934894918	5.70377715125279
TDU_consensed_contig_27900|TPR_consensed_contig_56053	3.41153888571625	3.45488922825862	3.55374316504842	3.04763214268066	2.99827788999957	2.93196487177811
TDU_consensed_contig_36046|TPR_consensed_contig_90907	3.69804113897483	3.83141381999952	3.98527871096901	4.9015643295941	4.93305418758558	4.9578991269459
TDU_consensed_contig_12906|TPR_consensed_contig_111831	3.3160064491574	3.34156154444849	3.66140671948274	2.17909830512301	2.83928836623841	2.48781198629299
TDU_consensed_contig_32991|TPR_consensed_contig_97497	0.979899419100275	0.67029919733311	1.27313612976668	1.2780133311957	1.96870477461622	1.2818373243905
TDU_consensed_contig_8379|TPR_consensed_contig_78542	3.73016183587994	3.5546161012056	3.92173691638815	1.3459173956975	0.450468387695877	1.03301677777641
TDU_consensed_contig_35948|TPR_consensed_contig_50332	5.07988030019704	4.74374383882575	4.87077246052295	4.83518865181716	4.85438309994199	5.05093868577367
TDU_consensed_contig_75082|TPR_consensed_contig_49195	5.69465373417632	5.58965234180837	5.92646596079402	5.85207105557798	5.93796781782943	5.75869378741652
TDU_consensed_contig_99675|TPR_consensed_contig_105671	3.1438751542114	3.0157500150739	2.9981715138499	3.29099118519391	3.48966627540853	3.57491055660568
TDU_consensed_contig_37925|TPR_consensed_contig_112103	-0.230667566839383	0.502842451481548	0.355598289958652	0.329238654550872	0.400715352498778	0.0498905963408044
TDU_consensed_contig_32910|TPR_consensed_contig_98333	8.98884671636641	8.82664206108612	8.81256867107967	8.47744916864778	8.61673787398257	8.59274250700098
TDU_consensed_contig_34607|TPR_consensed_contig_53387	1.55891265349024	2.15995473795854	1.94056079067981	2.5540255910277	2.76258219275628	2.20105466967446
TDU_consensed_contig_19166|TPR_consensed_contig_92562	5.24830423819356	5.30940446610458	5.37648565643248	5.01019097544016	5.2269293018077	5.196326068126
TDU_consensed_contig_41037|TPR_consensed_contig_98845	4.64987803358376	4.52896151244543	4.51659016663096	4.52319372535626	4.59157969163345	4.59947380964549
TDU_consensed_contig_74846|TPR_consensed_contig_101048	3.46341665626189	3.32909757888243	3.78558613070347	4.41670149580121	4.23138344255131	4.71770352731061
TDU_consensed_contig_68088|TPR_consensed_contig_100532	7.5998702757964	7.55745720443425	7.67652416525664	7.07696327401531	7.353890719498	7.42997406835096
TDU_consensed_contig_34284|TPR_consensed_contig_78932	0.906835956910552	1.1098312585327	0.92983438408675	0.112427265477724	1.04355876930043	0.645993654667161
TDU_consensed_contig_46020|TPR_consensed_contig_78060	4.74202508716488	4.48750190534706	4.74791571273741	4.71193807476804	4.68286898849575	4.76700905562853
TDU_consensed_contig_9549|TPR_consensed_contig_74126	4.13390486545647	4.17570292994884	4.00073630570921	3.28235226692004	3.35246018389156	3.41478873019372
TDU_consensed_contig_70566|TPR_consensed_contig_104441	2.66795541278553	2.66534998136138	2.85809863048784	2.79171714874703	2.92097216383212	2.81838269606095
TDU_consensed_contig_41858|TPR_consensed_contig_83573	3.65964014457353	3.85333969856568	3.73102393333864	2.75472294126483	3.34590246786939	3.1896798798098
TDU_consensed_contig_17306|TPR_consensed_contig_62275	1.53486717952359	1.71887937777817	1.27313612976668	1.91420115527203	2.20444995887768	1.7631771940375
TDU_consensed_contig_12973|TPR_consensed_contig_99796	2.93006826314827	3.03122142383634	3.26034997481084	3.02709521167796	3.81337804458972	3.68702092292722
TDU_consensed_contig_9002|TPR_consensed_contig_97931	4.92660717782361	5.03410393236946	4.81357190438809	4.51215263799075	4.81218917345455	4.91939477605921
TDU_consensed_contig_89937|TPR_consensed_contig_12308	-0.405754273397475	0.546563828910866	-0.743937383592262	-0.849098586707641	-0.222721296037014	-0.732517968586569
TDU_consensed_contig_70357|TPR_consensed_contig_11576	4.02159236740024	3.82254930645223	4.03116333946071	4.3479887457172	4.574852605228	4.30486425341651
TDU_consensed_contig_4904|TPR_consensed_contig_101356	0.522692465577492	0.956208069419491	0.794482531191864	0.112427265477724	-0.0746226570478804	-0.247091141416327
TDU_consensed_contig_16723|TPR_consensed_contig_49019	4.25659825999464	4.33690016707862	4.62030151615306	4.54502559277675	4.61358499971672	4.40005887408344
TDU_consensed_contig_10590|TPR_consensed_contig_98960	5.325674255942	5.0588473298139	5.28265192488688	5.23277023806948	5.23227262288201	5.28451311194127
TDU_consensed_contig_67301|TPR_consensed_contig_25490	6.77800115093101	6.42115528687719	6.60310390106237	6.23668832594274	6.34384705358685	6.31928913842673
TDU_consensed_contig_18302|TPR_consensed_contig_111787	0.868868106711531	0.67029919733311	0.696635207793719	0.735863914013516	0.977216274471738	0.404985555163366
TDU_consensed_contig_33773|TPR_consensed_contig_54997	6.05420609548979	6.14802974549422	6.40629345596419	6.5907869624137	6.6799389964319	6.58977075498431
TDU_consensed_contig_13781|TPR_consensed_contig_81576	0.36796987077885	0.208395093016292	0.536170535600473	4.14376523201073	3.96228803294435	4.08510528892486
TDU_consensed_contig_71807|TPR_consensed_contig_74677	1.81995850623058	2.07293167572117	2.45620223089706	2.69087645924021	2.17515565208365	2.33098497371959
TDU_consensed_contig_16943|TPR_consensed_contig_99383	7.06971768134874	6.79703902385004	7.64571956101832	7.73961604887462	7.41311935761279	7.4235145303023
TDU_consensed_contig_74494|TPR_consensed_contig_64360	4.71552856570367	4.61104520125852	4.58313401457106	3.84255311416347	4.02930478562019	3.88336910532949
TDU_consensed_contig_33828|TPR_consensed_contig_74784	5.96254095381312	6.04510050124847	6.04800068903433	5.62150677591799	5.55153153099339	5.30925068136506
TDU_consensed_contig_46689|TPR_consensed_contig_111270	2.38824226580511	1.91510286608982	1.98268626635248	1.16976044054368	1.95152963080809	1.56614034697795
TDU_consensed_contig_9586|TPR_consensed_contig_100752	4.68853629020799	4.69600763819875	4.91223206762131	4.33551580023703	4.58602551714726	4.68026355675191
TDU_consensed_contig_35097|TPR_consensed_contig_81002	8.45453174711992	9.18928910555134	8.48224540944395	8.77150711510864	9.72181270946279	9.367145437933
TDU_consensed_contig_12616|TPR_consensed_contig_92588	7.34416920472867	7.16894352118579	7.2712785253003	7.29233635549266	7.25935077950008	7.24682147709164
TDU_consensed_contig_12753|TPR_consensed_contig_78270	4.56337690163484	4.4390273538841	4.20581986162812	2.93087989641866	3.04760560236314	3.11146587546176
TDU_consensed_contig_12535|TPR_consensed_contig_78071	4.13390486545647	4.3798315613762	4.48762668364244	5.76017737135694	5.92042056946834	5.8804242277181
TDU_consensed_contig_33848|TPR_consensed_contig_39507	3.16752642227605	3.63782157381594	3.59506422465404	5.60946991790996	5.56993711481389	5.20764878189625
TDU_consensed_contig_46614|TPR_consensed_contig_64607	1.93467016510728	-0.0932606068448088	4.03617270227446	2.61033303192966	4.86129698717217	4.113473802078
TDU_consensed_contig_38301|TPR_consensed_contig_59785	2.63440285307451	2.85985300552436	2.54322529313442	2.91978218753533	2.76258219275628	2.85724551839841
TDU_consensed_contig_17120|TPR_consensed_contig_103174	2.97543977090958	2.86849192379823	3.58142161669537	3.05779200890088	3.31265917583358	3.53950522047448
TDU_consensed_contig_8918|TPR_consensed_contig_76013	7.07076330200759	6.98950732475959	6.98301057680476	6.51076654176798	6.84830614865241	6.48121812733623
TDU_consensed_contig_38207|TPR_consensed_contig_39595	3.75639337745312	3.81362998876371	3.86656020923603	3.93364103609572	4.13957798183758	3.92968753106705
TDU_consensed_contig_43303|TPR_consensed_contig_25153	4.95859222591837	5.14492192300106	5.14567522058442	4.44793833263801	4.80264276945136	4.63625038050377
TDU_consensed_contig_39540|TPR_consensed_contig_61705	8.74571243627921	8.3698835344835	8.41437174941584	9.2684078181643	9.23465958303552	9.26257077244721
TDU_consensed_contig_18114|TPR_consensed_contig_64198	0.789796535720332	1.3508393580365	1.37153983382767	1.31236483598648	1.36224120468414	0.645993654667161
TDU_consensed_contig_13122|TPR_consensed_contig_92568	2.74333722462767	2.62513288128498	3.12584003899916	5.18258448090126	5.10018126362288	5.47146619726942
TDU_consensed_contig_41867|TPR_consensed_contig_8396	3.3160064491574	3.65290214709858	3.60857903112852	3.8773884896543	4.33103770514844	4.22910535970038
TDU_consensed_contig_40934|TPR_consensed_contig_81252	0.42140912974031	0.0951844825683015	-0.278273811243451	0.112427265477724	-0.788318471891239	0.351546296201905
TDU_consensed_contig_13021|TPR_consensed_contig_110152	3.03665419739751	2.49728292613965	2.80038313263155	3.96636898113728	4.02930478562019	4.22167834180031
TDU_consensed_contig_41066|TPR_consensed_contig_78644	1.35429493388177	0.855514069800018	1.09256388412486	0.457562751526411	0.240250680305532	-0.0909719394990454
TDU_consensed_contig_71382|TPR_consensed_contig_30708	6.16115905986698	6.05648651265987	6.23388767312438	6.04826923478237	6.21483397677568	6.09885261938097
TDU_consensed_contig_37096|TPR_consensed_contig_81688	10.4345922032778	10.0280018262965	10.4219566148339	10.8259531129044	10.5451723498872	10.6382783989881
TDU_consensed_contig_27753|TPR_consensed_contig_100560	7.26781126861827	7.08061985481176	7.08321626102333	7.11577423427821	7.25847813768252	7.47439870395203
TDU_consensed_contig_9192|TPR_consensed_contig_75262	5.98379033468785	5.93117041002601	6.07136966185573	6.14793229299991	6.56606316022208	6.15061404707071
TDU_consensed_contig_38898|TPR_consensed_contig_102063	6.44135360226467	6.41821625853019	6.52774795651548	6.47140509301623	6.69936080701038	6.55177405780774
TDU_consensed_contig_18146|TPR_consensed_contig_77925	4.87964794546477	4.64914675658532	4.96046034811751	5.30278585917446	5.48445126054527	5.33872985087487
TDU_consensed_contig_32523|TPR_consensed_contig_98183	3.62589135321899	3.3228249818669	3.47476999093633	4.09526671431954	4.48221047048948	4.23280457978069
TDU_consensed_contig_73948|TPR_consensed_contig_97038	3.78725434115788	2.64538156512878	3.58142161669537	5.25942587007053	5.59504022349387	5.74839337746118
TDU_consensed_contig_48418|TPR_consensed_contig_79085	0.0663141709177483	-0.0276722652172323	-0.00697178942605631	0.394826996178449	0.796644028829917	-0.422177847974418
