,logFC,AveExpr,t,P.Value,adj.P.Val,B
TDU_consensed_contig_46040|TPR_consensed_contig_110150,-0.733230518821,4.46821537261,-6.49661911189,2.80982145595e-05,0.000422389012053,2.40288440327
TDU_consensed_contig_39700|TPR_consensed_contig_81005,-0.855118762762,4.64940430483,-5.97954082287,6.14585175539e-05,0.00077564624082,1.55918188595
TDU_consensed_contig_80414|TPR_consensed_contig_115537,-2.38320435971,0.733986770346,-7.7062704672,5.16608934604e-06,0.000113960437556,4.48379575649
TDU_consensed_contig_67502|TPR_consensed_contig_9828,-0.829006629949,3.91610437604,-7.07418382927,1.22301327395e-05,0.000221210618373,3.34273288408
TDU_consensed_contig_23505|TPR_consensed_contig_77150,0.32819738858,9.25710102626,3.06497435094,0.00970322136893,0.0356984808072,-3.9115114903
TDU_consensed_contig_33332|TPR_consensed_contig_92493,-0.823634236115,4.88425488839,-5.69477672963,9.60816144099e-05,0.00106247002714,1.06229693172
TDU_consensed_contig_63721|TPR_consensed_contig_15160,-0.284336443043,5.11537996364,-2.92995940817,0.0124844306116,0.0429131156559,-3.93596535542
TDU_consensed_contig_39094|TPR_consensed_contig_102881,-0.299703197207,5.09541581172,-2.97972879694,0.0113770164726,0.0401138316685,-3.84146232285
TDU_consensed_contig_46020|TPR_consensed_contig_78060,-0.276774951228,4.7811763147,-3.00512055791,0.0108503323922,0.0386414139095,-3.74711468652
TDU_consensed_contig_89937|TPR_consensed_contig_12308,-1.27573153046,0.0312160834084,-3.83035370469,0.00235115489977,0.0123274631455,-1.50493850904
TDU_consensed_contig_16723|TPR_consensed_contig_49019,0.458151203669,4.30744978556,3.8288187857,0.00235775594057,0.0123447623988,-2.09150052284
TDU_consensed_contig_10590|TPR_consensed_contig_98960,-0.48316093999,5.39644447049,-5.14851031476,0.000233745274591,0.00210827849002,0.0823918987164
TDU_consensed_contig_9586|TPR_consensed_contig_100752,-0.613827764205,4.85487124014,-5.8535884008,7.47837235319e-05,0.000891692647096,1.33291040709
TDU_consensed_contig_35097|TPR_consensed_contig_81002,1.1904829075,8.60064667675,4.33441535687,0.000948530014377,0.00618953958578,-1.53650770495
TDU_consensed_contig_12616|TPR_consensed_contig_92588,-0.247929617509,7.34635015114,-3.08526557267,0.00934255349398,0.0347503263576,-3.84454847874
TDU_consensed_contig_38301|TPR_consensed_contig_59785,0.403764473775,2.6286188237,2.88179356562,0.0136581531911,0.0458948137583,-3.54961810276
TDU_consensed_contig_38898|TPR_consensed_contig_102063,-0.459585141734,6.67149816766,-5.82306059743,7.84528097488e-05,0.000920301341643,1.11066915782
TDU_consensed_contig_80570|TPR_consensed_contig_49579,-1.40562385418,3.88682904101,-13.3104934248,1.34368650969e-08,1.45981780085e-06,10.3236896053
TDU_consensed_contig_33333|TPR_consensed_contig_60455,-0.245357240087,9.19535664483,-3.13092120336,0.00857942146052,0.0325440708635,-3.78811329726
TDU_consensed_contig_79684|TPR_consensed_contig_49179,-0.90595171073,5.1407773126,-8.95813327883,1.07394169304e-06,3.41607722862e-05,5.72935208256
TDU_consensed_contig_28297|TPR_consensed_contig_59444,-0.417718521084,3.80627030031,-3.41121995183,0.00509046391851,0.0218313344806,-2.83060905619
TDU_consensed_contig_88600|TPR_consensed_contig_80765,-0.4816786494,5.34446162542,-5.58713284172,0.000114099294741,0.00120978635709,0.835207644906
TDU_consensed_contig_33958|TPR_consensed_contig_64333,-0.916629209017,3.16636291498,-4.01856364539,0.00167000187744,0.00951460362175,-1.61244865608
TDU_consensed_contig_7494|TPR_consensed_contig_104894,0.360565244364,4.10025551805,3.47791532063,0.00449808780904,0.02000091893,-2.71476321938
TDU_consensed_contig_39150|TPR_consensed_contig_103276,0.462869457356,3.85137200878,2.98565800923,0.0112517919432,0.0398366827799,-3.5768236265
TDU_consensed_contig_67387|TPR_consensed_contig_104266,-0.334995248683,5.58373299586,-2.88004537266,0.0137027555336,0.0460098810058,-4.08867485312
TDU_consensed_contig_17322|TPR_consensed_contig_10780,1.28242332056,2.03888955559,3.80446053823,0.00246509592056,0.0127359105427,-1.7008742454
TDU_consensed_contig_8462|TPR_consensed_contig_77961,-0.295348545735,5.15316155657,-2.9942575982,0.0110726092055,0.0392708023797,-3.82272361569
TDU_consensed_contig_7322|TPR_consensed_contig_99919,0.368919227024,4.74169371329,3.33901318987,0.00582153237165,0.0241797335142,-3.08544646759
TDU_consensed_contig_64076|TPR_consensed_contig_54206,-0.577319664222,5.66119778436,-6.06554419664,5.38194961645e-05,0.000709229126729,1.5841338835
TDU_consensed_contig_9855|TPR_consensed_contig_103657,-0.198940062923,7.63275427452,-2.93867091761,0.012283121052,0.0424223380922,-4.12729137236
TDU_consensed_contig_35360|TPR_consensed_contig_75003,-0.496846179191,6.32871710265,-5.65506090662,0.000102352337481,0.00111434460131,0.855779930725
TDU_consensed_contig_4675|TPR_consensed_contig_97072,-0.80224748415,3.30542991859,-4.55932810898,0.000638608098226,0.00454096452187,-0.65119210882
TDU_consensed_contig_24586|TPR_consensed_contig_99639,-0.972570763103,1.82105047703,-4.57407245448,0.000622396463481,0.00445694019144,-0.396455999434
TDU_consensed_contig_74514|TPR_consensed_contig_96529,-0.725837950968,2.98427879014,-3.4812487065,0.00447039002846,0.0199213700629,-2.56783613884
TDU_consensed_contig_42831|TPR_consensed_contig_99116,-0.497892371509,5.27180125838,-3.37473325588,0.00544745284937,0.0229930549345,-3.13505942575
TDU_consensed_contig_35723|TPR_consensed_contig_100517,-0.272567097454,6.53637680043,-3.26432305658,0.00668994475251,0.0269483403746,-3.46141923243
