FUSION_ID,BOTH_EXACT,BOTH_INEXACT_EQUAL,SAM_A_ONLY_EXACT,SAM_B_ONLY_EXACT,SAM_A_EXACT_SAM_B_INEXACT,SAM_B_EXACT_SAM_A_INEXACT,SAM_A_ONLY_SINGLE_INEXACT,SAM_B_ONLY_SINGLE_INEXACT,SAM_A_INEXACT_BETTER,SAM_B_INEXACT_BETTER
TDU_consensed_contig_33037|TPR_consensed_contig_81949,28,1,255,0,0,18,232,1,0,9
TDU_consensed_contig_56983|TPR_consensed_contig_60177,25,0,0,2246,0,0,0,498,1,3
TDU_consensed_contig_75722|TPR_consensed_contig_60147,0,0,0,2672,1,12,0,529,0,2
TDU_consensed_contig_73842|TPR_consensed_contig_49538,0,0,105,0,0,0,13,0,0,0
TDU_consensed_contig_9144|TPR_consensed_contig_102246,190,10,0,0,1,212,0,6,3,74
TDU_consensed_contig_46040|TPR_consensed_contig_110150,268,51,0,0,0,24,0,1,0,5
TDU_consensed_contig_19331|TPR_consensed_contig_69339,0,0,0,23,0,0,0,6,0,0
TDU_consensed_contig_75027|TPR_consensed_contig_91709,0,0,36,15,0,0,15,12,0,0
TDU_consensed_contig_16360|TPR_consensed_contig_106968,6,0,29,0,0,0,278,0,1,0
TDU_consensed_contig_10874|TPR_consensed_contig_53613,0,0,0,192,0,0,0,57,0,0
TDU_consensed_contig_9247|TPR_consensed_contig_31295,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_104654|TPR_consensed_contig_10718,0,0,1080,0,0,0,534,0,0,0
TDU_consensed_contig_59264|TPR_consensed_contig_54179,28,0,186,0,0,33,803,1,0,9
TDU_consensed_contig_39174|TPR_consensed_contig_10735,488,62,4,4,11,196,6,5,19,88
TDU_consensed_contig_67572|TPR_consensed_contig_82167,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_12631|TPR_consensed_contig_74997,954,132,0,4,4,442,1,20,10,225
TDU_consensed_contig_39700|TPR_consensed_contig_81005,125,3,0,0,0,250,1,7,2,53
TDU_consensed_contig_38506|TPR_consensed_contig_20135,0,0,0,3,0,0,0,1,0,0
TDU_consensed_contig_16718|TPR_consensed_contig_75075,882,112,1,70,0,500,3,38,15,172
TDU_consensed_contig_77592|TPR_consensed_contig_54144,106,9,0,1092,1,47,2,233,1,29
