FUSION_ID,BOTH_EXACT,BOTH_INEXACT_EQUAL,SAM_A_ONLY_EXACT,SAM_B_ONLY_EXACT,SAM_A_EXACT_SAM_B_INEXACT,SAM_B_EXACT_SAM_A_INEXACT,SAM_A_ONLY_SINGLE_INEXACT,SAM_B_ONLY_SINGLE_INEXACT,SAM_A_INEXACT_BETTER,SAM_B_INEXACT_BETTER
TDU_consensed_contig_33037|TPR_consensed_contig_81949,45,0,422,2,8,1,219,0,17,2
TDU_consensed_contig_56983|TPR_consensed_contig_60177,33,0,0,2264,0,0,0,1281,1,3
TDU_consensed_contig_75722|TPR_consensed_contig_60147,0,0,0,2919,0,6,1,1268,0,0
TDU_consensed_contig_73842|TPR_consensed_contig_49538,0,0,93,0,0,0,18,0,0,0
TDU_consensed_contig_9144|TPR_consensed_contig_102246,192,24,4,3,135,87,5,2,35,39
TDU_consensed_contig_46040|TPR_consensed_contig_110150,477,87,1,0,31,19,0,0,13,3
TDU_consensed_contig_19331|TPR_consensed_contig_69339,0,0,0,35,0,0,0,12,0,0
TDU_consensed_contig_75027|TPR_consensed_contig_91709,0,0,75,26,0,0,10,26,0,0
TDU_consensed_contig_16360|TPR_consensed_contig_106968,1,0,90,0,0,0,135,2,1,0
TDU_consensed_contig_10874|TPR_consensed_contig_53613,0,0,0,296,0,0,0,89,0,0
TDU_consensed_contig_9247|TPR_consensed_contig_31295,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_104654|TPR_consensed_contig_10718,0,0,1742,0,0,0,693,0,0,0
TDU_consensed_contig_59264|TPR_consensed_contig_54179,80,4,612,0,19,22,647,0,14,8
TDU_consensed_contig_39174|TPR_consensed_contig_10735,387,23,7,1,96,109,12,2,42,49
TDU_consensed_contig_67572|TPR_consensed_contig_82167,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_12631|TPR_consensed_contig_74997,1147,150,5,8,242,393,12,13,110,174
TDU_consensed_contig_39700|TPR_consensed_contig_81005,185,4,3,2,327,182,14,6,121,44
TDU_consensed_contig_38506|TPR_consensed_contig_20135,0,0,0,1,0,0,0,0,0,0
TDU_consensed_contig_16718|TPR_consensed_contig_75075,870,138,10,52,267,248,22,55,88,109
TDU_consensed_contig_77592|TPR_consensed_contig_54144,132,12,4,914,34,31,9,477,10,16
TDU_consensed_contig_10134|TPR_consensed_contig_101033,1348,589,7907,26,1088,1485,6101,61,678,640
TDU_consensed_contig_38575|TPR_consensed_contig_100441,146,10,378,8,32,35,189,2,12,14
TDU_consensed_contig_80414|TPR_consensed_contig_115537,39,7,13,0,48,44,9,0,21,14
TDU_consensed_contig_39328|TPR_consensed_contig_37809,4,0,10379,0,1,0,5490,0,0,1
TDU_consensed_contig_104638|TPR_consensed_contig_26056,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_59336|TPR_consensed_contig_53892,268,37,0,4,42,81,0,5,19,31
TDU_consensed_contig_11937|TPR_consensed_contig_108118,38,2,330,0,22,33,737,3,12,10
TDU_consensed_contig_36480|TPR_consensed_contig_65471,78,4,830,0,4,9,432,0,7,8
TDU_consensed_contig_48564|TPR_consensed_contig_94608,13,0,1,1,6,1,0,0,3,3
TDU_consensed_contig_83481|TPR_consensed_contig_101707,39,1,0,427,9,9,0,244,2,9
TDU_consensed_contig_61194|TPR_consensed_contig_49475,439,73,281,0,72,58,107,0,12,27
TDU_consensed_contig_23275|TPR_consensed_contig_36446,0,0,15,0,0,0,5,0,0,0
TDU_consensed_contig_25948|TPR_consensed_contig_49220,97,12,0,113,29,30,1,32,4,9
TDU_consensed_contig_67502|TPR_consensed_contig_9828,211,12,0,2457,75,95,3,883,23,24
TDU_consensed_contig_17573|TPR_consensed_contig_98911,119490,22559,92,76,4315,4406,256,185,2918,2792
TDU_consensed_contig_41911|TPR_consensed_contig_86736,0,0,0,0,0,0,0,2,0,0
TDU_consensed_contig_99695|TPR_consensed_contig_53770,0,0,0,404,0,0,0,131,0,0
TDU_consensed_contig_19476|TPR_consensed_contig_76021,427,55,220,1,103,98,140,3,39,32
TDU_consensed_contig_68432|TPR_consensed_contig_68223,0,0,22,1160,0,0,38,420,0,0
TDU_consensed_contig_12596|TPR_consensed_contig_99783,120,27,0,2,32,7,1,0,17,7
TDU_consensed_contig_87914|TPR_consensed_contig_15507,0,0,0,82,0,0,0,19,0,0
TDU_consensed_contig_23505|TPR_consensed_contig_77150,4329,625,52,58,1729,1825,103,97,1011,1084
TDU_consensed_contig_33980|TPR_consensed_contig_92772,199,21,4,0,62,43,4,0,25,22
TDU_consensed_contig_16120|TPR_consensed_contig_98525,222,24,4,3,68,81,4,3,40,35
TDU_consensed_contig_75078|TPR_consensed_contig_99332,1165,162,44,282,803,6,38,168,239,17
TDU_consensed_contig_69777|TPR_consensed_contig_82258,2020,321,6,10,288,222,18,12,172,147
TDU_consensed_contig_74833|TPR_consensed_contig_105358,142,15,717,0,52,87,392,1,16,26
TDU_consensed_contig_43649|TPR_consensed_contig_60306,149,11,2,9,76,110,5,32,32,25
TDU_consensed_contig_27976|TPR_consensed_contig_98013,1565,221,4182,2,167,194,983,3,202,156
TDU_consensed_contig_33098|TPR_consensed_contig_59899,5147,1109,101,60,2956,1825,131,76,1673,835
TDU_consensed_contig_12745|TPR_consensed_contig_77970,91,21,2,4,74,106,12,4,34,44
TDU_consensed_contig_45825|TPR_consensed_contig_61733,1838,244,36,21,586,618,33,18,250,234
TDU_consensed_contig_66436|TPR_consensed_contig_105601,0,0,0,557,0,0,0,202,0,0
TDU_consensed_contig_40482|TPR_consensed_contig_106942,75,18,447,1,9,19,345,4,1,8
TDU_consensed_contig_41963|TPR_consensed_contig_109425,154,24,0,0,1,5,0,1,4,2
TDU_consensed_contig_19573|TPR_consensed_contig_18202,511,86,2,238,48,96,1,120,45,58
TDU_consensed_contig_33332|TPR_consensed_contig_92493,644,179,1,0,154,5,6,2,112,6
TDU_consensed_contig_41680|TPR_consensed_contig_17074,5,1,240,0,12,13,190,0,9,5
TDU_consensed_contig_12636|TPR_consensed_contig_74015,1,0,2963,0,0,0,1338,0,0,0
TDU_consensed_contig_21950|TPR_consensed_contig_19832,2,0,5,47,4,6,3,41,0,2
TDU_consensed_contig_33741|TPR_consensed_contig_92566,1477,238,10,15,360,712,5,15,135,229
TDU_consensed_contig_61486|TPR_consensed_contig_11851,7,0,1,0,6,4,2,0,2,2
TDU_consensed_contig_38105|TPR_consensed_contig_86114,521,58,10,16,193,247,33,10,100,141
TDU_consensed_contig_20940|TPR_consensed_contig_21265,0,0,175,0,0,12,45,0,1,2
TDU_consensed_contig_69660|TPR_consensed_contig_105344,793,154,1732,0,227,9,386,3,106,15
TDU_consensed_contig_57023|TPR_consensed_contig_36284,0,0,53,0,0,0,31,0,0,0
TDU_consensed_contig_75341|TPR_consensed_contig_55429,0,0,0,0,0,0,0,6,0,0
TDU_consensed_contig_6165|TPR_consensed_contig_74589,0,0,547,1186,0,0,362,452,0,0
TDU_consensed_contig_63721|TPR_consensed_contig_15160,615,89,5,0,43,66,7,22,28,29
TDU_consensed_contig_4784|TPR_consensed_contig_100829,1478,284,3,24,208,198,17,7,134,111
TDU_consensed_contig_37031|TPR_consensed_contig_55762,34,0,1171,268,6,2,815,119,6,1
TDU_consensed_contig_19150|TPR_consensed_contig_101665,0,0,0,34,0,0,0,22,0,0
TDU_consensed_contig_20714|TPR_consensed_contig_9740,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_39314|TPR_consensed_contig_13802,6852,1116,19,2,1188,18,32,4,630,41
TDU_consensed_contig_21959|TPR_consensed_contig_54355,33,18,20,0,90,43,78,6,201,34
TDU_consensed_contig_84708|TPR_consensed_contig_102141,0,0,92,5,0,0,56,4,0,0
TDU_consensed_contig_40793|TPR_consensed_contig_75282,744,128,9,37,282,1,11,8,93,11
TDU_consensed_contig_9342|TPR_consensed_contig_104092,0,0,0,0,0,0,0,1,0,0
TDU_consensed_contig_13271|TPR_consensed_contig_101541,14,2,2,1,17,13,1,1,4,4
TDU_consensed_contig_32973|TPR_consensed_contig_100500,548,129,0,6,0,106,0,2,3,49
TDU_consensed_contig_32521|TPR_consensed_contig_77966,147,19,5,0,26,23,2,2,11,22
TDU_consensed_contig_8801|TPR_consensed_contig_49029,7,0,0,496,0,0,0,197,0,1
TDU_consensed_contig_26134|TPR_consensed_contig_11877,213,34,0,9,32,34,1,23,20,18
TDU_consensed_contig_4906|TPR_consensed_contig_82072,579,151,0,11260,0,0,0,3981,0,0
TDU_consensed_contig_37322|TPR_consensed_contig_81832,10,3,13,16,2,3,2,0,0,0
TDU_consensed_contig_38803|TPR_consensed_contig_75599,0,0,17,0,0,0,5,0,0,0
TDU_consensed_contig_20693|TPR_consensed_contig_101866,2128,350,32,5,409,146,50,9,471,106
TDU_consensed_contig_48191|TPR_consensed_contig_111673,48,6,0,0,3,8,0,0,4,0
TDU_consensed_contig_33852|TPR_consensed_contig_104633,270,37,9,7,51,127,13,1,30,44
TDU_consensed_contig_99603|TPR_consensed_contig_120777,340,63,22,204,291,457,18,87,231,187
TDU_consensed_contig_82249|TPR_consensed_contig_54226,5,0,46,21,93,2,14,8,23,1
TDU_consensed_contig_77275|TPR_consensed_contig_104542,65,15,2,0,3,2,2,0,0,0
TDU_consensed_contig_70924|TPR_consensed_contig_71052,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_18455|TPR_consensed_contig_102029,4167,391,18,8,1641,852,65,34,829,476
TDU_consensed_contig_32871|TPR_consensed_contig_100160,781,115,3,12,154,248,2,11,110,180
TDU_consensed_contig_75901|TPR_consensed_contig_67233,18,1,0,0,2,0,0,0,1,0
TDU_consensed_contig_17809|TPR_consensed_contig_16737,428,56,691,0,0,0,474,0,0,0
TDU_consensed_contig_39094|TPR_consensed_contig_102881,425,187,2,2,83,170,0,29,43,86
TDU_consensed_contig_33242|TPR_consensed_contig_80911,870,168,3,1,138,133,4,1,53,67
TDU_consensed_contig_37756|TPR_consensed_contig_107372,18,2,0,0,3,8,2,0,1,2
TDU_consensed_contig_100824|TPR_consensed_contig_13723,296,33,1,631,82,44,38,428,30,43
TDU_consensed_contig_22232|TPR_consensed_contig_66358,1,0,2,0,4,15,0,0,0,2
TDU_consensed_contig_79884|TPR_consensed_contig_97853,0,0,1,274,7,4,0,250,0,1
TDU_consensed_contig_40575|TPR_consensed_contig_21195,0,0,405,0,0,0,167,0,0,0
TDU_consensed_contig_101335|TPR_consensed_contig_72984,0,0,20,0,0,0,12,0,0,0
