FUSION_ID,BOTH_EXACT,BOTH_INEXACT_EQUAL,SAM_A_ONLY_EXACT,SAM_B_ONLY_EXACT,SAM_A_EXACT_SAM_B_INEXACT,SAM_B_EXACT_SAM_A_INEXACT,SAM_A_ONLY_SINGLE_INEXACT,SAM_B_ONLY_SINGLE_INEXACT,SAM_A_INEXACT_BETTER,SAM_B_INEXACT_BETTER
TDU_consensed_contig_33037|TPR_consensed_contig_81949,55,4,476,0,8,4,237,0,28,7
TDU_consensed_contig_56983|TPR_consensed_contig_60177,25,1,0,2103,1,0,1,1358,0,1
TDU_consensed_contig_75722|TPR_consensed_contig_60147,0,0,0,3084,3,9,0,1129,1,3
TDU_consensed_contig_73842|TPR_consensed_contig_49538,0,0,104,0,0,0,13,0,0,0
TDU_consensed_contig_9144|TPR_consensed_contig_102246,177,12,2,6,94,100,3,6,29,51
TDU_consensed_contig_46040|TPR_consensed_contig_110150,501,109,0,1,16,16,1,2,3,10
TDU_consensed_contig_19331|TPR_consensed_contig_69339,0,0,0,23,0,0,0,17,0,0
TDU_consensed_contig_75027|TPR_consensed_contig_91709,0,0,53,26,0,0,16,17,0,0
TDU_consensed_contig_16360|TPR_consensed_contig_106968,1,0,67,0,0,0,76,0,1,0
TDU_consensed_contig_10874|TPR_consensed_contig_53613,0,0,0,277,0,0,0,107,0,0
TDU_consensed_contig_9247|TPR_consensed_contig_31295,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_104654|TPR_consensed_contig_10718,0,0,1601,0,0,0,629,0,0,0
TDU_consensed_contig_59264|TPR_consensed_contig_54179,45,0,393,0,32,14,389,0,6,4
TDU_consensed_contig_39174|TPR_consensed_contig_10735,398,48,2,0,116,144,5,4,32,47
TDU_consensed_contig_67572|TPR_consensed_contig_82167,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_12631|TPR_consensed_contig_74997,925,99,8,11,187,285,9,9,99,124
TDU_consensed_contig_39700|TPR_consensed_contig_81005,170,2,0,0,221,126,10,4,78,41
TDU_consensed_contig_38506|TPR_consensed_contig_20135,0,0,0,4,0,0,0,2,0,0
TDU_consensed_contig_16718|TPR_consensed_contig_75075,1112,136,14,56,339,321,10,57,149,122
TDU_consensed_contig_77592|TPR_consensed_contig_54144,106,6,0,752,9,14,6,357,10,10
TDU_consensed_contig_10134|TPR_consensed_contig_101033,1308,500,9370,37,976,1567,7418,50,561,593
TDU_consensed_contig_38575|TPR_consensed_contig_100441,130,10,341,6,49,44,176,2,17,14
TDU_consensed_contig_80414|TPR_consensed_contig_115537,28,3,7,0,30,17,4,1,7,9
TDU_consensed_contig_39328|TPR_consensed_contig_37809,0,0,8627,0,2,3,4173,0,0,0
TDU_consensed_contig_104638|TPR_consensed_contig_26056,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_59336|TPR_consensed_contig_53892,262,26,0,1,21,73,0,2,12,26
TDU_consensed_contig_11937|TPR_consensed_contig_108118,54,10,309,1,27,16,610,2,2,8
TDU_consensed_contig_36480|TPR_consensed_contig_65471,75,6,793,0,9,4,419,0,6,5
TDU_consensed_contig_48564|TPR_consensed_contig_94608,1,5,2,0,8,5,0,1,1,1
TDU_consensed_contig_83481|TPR_consensed_contig_101707,52,1,0,429,21,5,0,291,20,8
TDU_consensed_contig_61194|TPR_consensed_contig_49475,555,90,276,0,51,90,140,0,28,30
TDU_consensed_contig_23275|TPR_consensed_contig_36446,0,0,5,0,0,0,4,0,0,0
TDU_consensed_contig_25948|TPR_consensed_contig_49220,75,11,0,78,10,26,0,39,9,7
TDU_consensed_contig_67502|TPR_consensed_contig_9828,272,21,6,2455,58,92,3,743,24,37
TDU_consensed_contig_17573|TPR_consensed_contig_98911,113658,19332,80,71,4420,4543,153,135,2704,2654
TDU_consensed_contig_41911|TPR_consensed_contig_86736,0,0,0,0,0,0,0,0,0,0
TDU_consensed_contig_99695|TPR_consensed_contig_53770,0,0,0,414,0,0,0,178,0,0
TDU_consensed_contig_19476|TPR_consensed_contig_76021,414,42,213,3,83,93,78,2,24,25
TDU_consensed_contig_68432|TPR_consensed_contig_68223,0,0,32,946,0,0,25,368,0,0
TDU_consensed_contig_12596|TPR_consensed_contig_99783,146,21,1,0,45,9,1,0,18,2
TDU_consensed_contig_87914|TPR_consensed_contig_15507,0,0,0,78,0,0,0,8,0,0
TDU_consensed_contig_23505|TPR_consensed_contig_77150,4716,537,42,52,2017,1888,86,92,1002,1045
TDU_consensed_contig_33980|TPR_consensed_contig_92772,186,16,2,0,59,54,3,0,25,25
TDU_consensed_contig_16120|TPR_consensed_contig_98525,219,18,0,0,70,88,3,0,36,17
TDU_consensed_contig_75078|TPR_consensed_contig_99332,1082,96,36,215,810,3,34,116,163,13
TDU_consensed_contig_69777|TPR_consensed_contig_82258,2056,268,13,13,244,201,16,14,159,133
TDU_consensed_contig_74833|TPR_consensed_contig_105358,122,25,648,0,56,75,336,1,26,10
TDU_consensed_contig_43649|TPR_consensed_contig_60306,184,17,3,4,110,92,3,21,20,28
TDU_consensed_contig_27976|TPR_consensed_contig_98013,1357,179,3090,1,152,199,752,5,142,108
TDU_consensed_contig_33098|TPR_consensed_contig_59899,4873,911,123,53,2732,1546,86,69,1255,705
TDU_consensed_contig_12745|TPR_consensed_contig_77970,91,22,10,1,108,66,8,8,30,25
TDU_consensed_contig_45825|TPR_consensed_contig_61733,2010,198,33,27,661,679,22,10,222,246
TDU_consensed_contig_66436|TPR_consensed_contig_105601,0,0,0,364,0,0,0,148,0,0
TDU_consensed_contig_40482|TPR_consensed_contig_106942,75,14,406,2,16,7,335,5,7,1
TDU_consensed_contig_41963|TPR_consensed_contig_109425,151,21,0,0,10,3,1,1,7,2
TDU_consensed_contig_19573|TPR_consensed_contig_18202,580,86,0,231,70,121,2,100,39,76
TDU_consensed_contig_33332|TPR_consensed_contig_92493,542,143,6,0,121,2,2,1,67,8
